,Patient.1_CL.1,Patient.1_SC.1,Patient.10_CL.1,Patient.10_CL.2,Patient.10_SC.1,Patient.2_SC.1,Patient.3_CL.1,Patient.3_SC.1,Patient.4_CL.1,Patient.4_CL.2,Patient.4_CL.3,Patient.4_SC.1,Patient.4_SC.1.1,Patient.5_SC.1,Patient.7_CL.1,Patient.7_SC.1,Patient.7_SC.2,Patient.8_CL.1,Patient.8_CL.2,Patient.8_SC.1,Patient.8_SC.2,Patient.8_SC.3,Patient.9_CL.1,Patient.9_SC.1
ANKRD20A11P,0,0,0,0,20,0,2,0,0,2,6,0,0,2750,0,1146,0,23,62,0,0,0,4829,124
SLA2,0,1,9,1350,1,0,30,10,23,51,45,1,4,0,1,1760,24283,2,81,1,2,0,26255,5721
SLC6A4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,2067,1,0,0,0,0,0,4063,1539
ACCS,0,0,1,0,0,0,2,1,1,1399,1,0,0,111,1,660,44,0,0,5176,1,1,0,5497
WHAMMP2,0,1,0,0,0,4,1,2,0,0,1,1,0,0,833,881,35,2,0,7050,0,0,1112,56
LYST,0,1,0,0,149,0,1099,295,0,0,0,0,44,1,6789,1656,2,0,8,2075,0,1,0,1
SSH2,0,0,0,0,10,0,4,0,1,0,0,0,0,0,2,3032,832,0,6,14216,2,1,0,0
ANKRD28,3,0,2,23,487,1,770,3,1,1,39,8,2,14264,2,6201,128,0,98,42,0,1,19580,2755
NEXN,0,6,0,7,0,7,2,4,0,0,0,0,0,0,64,7198,50,0,70,1,0,0,1889,3752
NAP1L1,1439,2066,21,976,694,40,4231,55,627,7,168,6,62,13,65,23573,35024,13,2731,39201,11913,2737,36297,17426
EPB42,1736,10,20,3495,921,5012,3,8822,0,2082,164,0,8177,1,0,2,8,0,0,0,5,0,35,0
INPP5A,0,2,40,17,0,1,4,0,0,0,3,1,0,0,1,14,5449,0,110,3479,0,0,11784,1570
CDC14B,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4498,105,4,99,12942,0,0,0,0
ZFAND2B,0,1,19,2,7,0,4,1,1,1277,51,3,0,12427,0,7574,5,1,493,26,0,0,825,5090
CABP5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1151,846,0,0,0,0,0,1,4376
TAB2,0,3,0,0,25,2,4,3,54,120,3,0,78,1507,0,5047,2944,7561,0,9852,1,0,755,23
C8orf42,0,0,0,0,0,0,559,466,0,0,1,1,0,0,0,1329,0,0,0,0,0,0,0,3163
FAM101B,0,1,1,386,0,1471,1,0,0,0,0,0,0,0,0,57,8635,1,133,0,0,0,0,413
HIST1H2BO,0,0,0,0,0,0,0,0,0,0,12,1,0,4304,0,1,0,1,73,4930,0,0,1,1514
HEXIM2,0,1,0,0,0,0,6,1,0,90,0,0,331,0,0,3449,6704,0,2,0,0,0,805,106
E2F3,0,0,0,0,43,0,0,1,51,0,17,2,0,4583,6,941,129,0,5,4534,0,2,0,1355
CMTM5,107,0,0,0,0,1,2,0,0,0,12,0,0,4402,2,319,0,0,45,7304,0,0,0,101
SFI1,1,0,0,0,2,1,8,5,382,17,576,1,15,586,1715,1054,7652,0,11,859,0,0,569,978
FAM65B,0,1,1,3,0,4,15,10,1,0,2,0,2,155,9,8696,5,0,62,18109,0,0,4,7681
ZNF778,0,1,3,1129,0,0,11,1,0,1,0,0,1,1,9,1224,1,0,0,2707,0,0,5183,1193
ZNF280D,0,33545,0,0,88,8,1,2,0,17,1,0,0,2,8,703,4,394,10,4006,0,0,0,505
ARRDC2,0,0,0,69,157,0,889,1,222,757,1659,0,615,171,0,618,0,2,834,85740,8,8622,87,4237
MAD2L1BP,0,0,0,134,27,0,0,1,24,40,0,0,0,0,13,531,19150,0,19,0,0,0,824,1019
MCM6,0,0,0,0,443,2,2,2,369,0,0,1,1,0,3,5642,2772,1,442,13685,1,1,0,0
ODC1,3310,19,0,0,1431,13,19,1604,297,796,577,13,1117,11,3,16656,442,6,192,9108,5602,253,47191,11328
SUCNR1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,26016,0,1,0,1434
STON2,0,1,0,1,41,0,3,1,0,1,1,2,1,2,2,5786,0,0,0,0,0,0,19739,799
KIAA0513,0,1,579,0,180,1,2,69,23,3,10,0,0,4092,0,7674,175,5751,339,24,185,0,1284,10709
CLK1,1,15,32,2,868,5310,3418,469,38,622,2299,2,906,13,53,9598,66011,5,370,16168,4,17,3,7748
LINC00338,0,0,0,0,0,0,10,0,0,0,1,0,0,0,6,1656,0,0,0,41,0,0,480,3163
BTBD11,0,0,0,0,22,0,0,0,0,0,1,2,2,0,22,160,0,0,6,0,0,0,11479,1407
ARHGAP21,0,0,0,0,9,1,1183,308,0,0,7,0,0,0,1838,161,5,3,106,11759,6468,371,44,430
MAP1A,0,1,0,0,0,3,5,2,0,0,3,0,6,0,5,1163,48467,0,7,1598,0,0,0,43
C7orf53,0,0,0,0,0,0,1724,2,0,0,718,0,0,0,0,692,0,0,2,1652,0,0,0,1519
RBM5,0,3,6,983,515,5,28,4,2251,119,1755,8,62,23466,166,4450,1943,6,1267,25430,2,3,5,12406
SEPT5,252,5,0,2,2,0,47,5,85,0,0,0,4,9,18,5172,10438,0,10,423,130,0,3674,576
PIM1,40,0,175,2,380,6,1,301,43,0,1484,7,1138,11192,0,1572,16946,0,0,57,0,0,5,303
PGM3,0,0,0,0,352,0,589,545,1004,2,2434,14027,471,0,0,0,0,0,2,0,0,15,4,0
VWF,0,2,1,455,1,0,1,2,0,0,0,0,0,0,28,3376,1225,0,0,0,0,0,1739,36
GP6,1,1,1,288,1,0,3,3,0,0,0,0,0,1,39,5119,0,0,212,3833,0,1,6873,57
HERC2,0,3,0,0,87,5,6,4,1357,0,4,3,1,3,26657,1968,178,0,2,1186,0,0,6,404
TMEM91,0,0,0,1,1,0,1119,4,0,1,0,1,65,1,833,757,551,1,7,293,0,0,9661,7
VSIG2,0,2,697,4,2,0,0,36,0,0,15,0,0,2855,0,863,0,2,501,844,221,0,0,3464
BNIP2,0,3,280,0,1,9,401,283,809,1,1,8,202,1,4,5028,3,4628,182,25853,3,2,31950,2647
SPSB1,101,0,0,0,0,0,149,1,0,1,0,0,0,0,0,3110,0,0,9,9940,0,0,0,51
ACAA2,3061,15,1,93,49,5096,1,0,16,0,0,0,218,0,0,0,0,1,352,1938,0,0,0,0
GMPR,1045,5,1,461,199,2585,3,2251,27,159,1526,2,2858,1,3,3886,0,0,14,17966,0,0,31,1863
MEG3,0,0,1,0,0,0,0,0,0,0,26,0,0,3629,0,87,6259,2,5,0,1,5,0,0
SDPR,0,4,0,0,0,2,0,40,1,1,6,3,3,2846,8,2516,3,0,65,413,0,0,1094,3805
JAM3,0,1,8,766,1,2,29,0,0,0,0,2,0,0,1,2603,2363,1,158,0,0,0,6712,744
IFRD1,1,8,1,2,60,3,327,128,1,19,747,3,1,1,5,13451,2248,3,7,34645,0,2,100,11720
SMTN,0,0,4,394,0,0,50,7,162,0,1,1,446,0,0,139,4543,0,80,31261,0,153,255,2335
DNMT3B,0,0,4,353,155,0,0,0,0,0,1,0,333,266,0,0,0,0,0,0,0,0,6979,615
MAST4,272,9,474,128,52,4,4,4,235,673,8,1,415,563,33,9942,3384,11,213,40122,1,3,23094,6681
SYTL4,1083,6,0,4,31,0,35,3,0,0,0,2,1,1,1,11237,4,1,119,36889,0,0,0,495
MAP4K2,0,0,0,0,21,0,0,4,2,0,1120,0,0,0,0,4546,1,0,73,0,0,0,748,2119
GNAQ,1,4,5,20,359,2,23,4,83,1,61,5,97,20758,32,6380,9,4,712,5609,2,1,20019,7318
CXCR2P1,0,0,22,0,0,0,2,18,0,0,2,1,1,580,0,4345,1,0,111,379,0,0,25,6390
PLEKHA8P1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2595,0,0,0,7,0,0,8057,13
HIPK2,0,0,1,0,0,118,2,5,570,1,0,6,153,0,0,2058,0,2,2,4933,0,1,5,4423
TMEM164,2,2,2,385,145,0,329,6,0,1,0,0,1,1,4,10937,5,0,39,13114,0,0,2005,2045
ADRBK2,2,0,0,0,0,1,1,3,108,0,244,0,0,0,0,4772,6,0,0,17075,0,0,1156,3
PHC1,0,3,0,20,331,4,4,5,1102,989,573,1,30,0,5906,1391,1494,2,401,1333,2,4,6587,2118
HEMGN,0,0,2,0,381,219,1,340,172,273,1578,9,2281,174,471,2683,0,0,0,27,12524,0,7,5038
GPR183,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2055,0,0,0,1086,0,0,0,1202
C5orf58,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,172,49,0,0,5537,0,0,331,1520
UTRN,0,1,0,0,248,0,3,1,1,0,1,1,0,0,13420,81,7,0,1,0,3,0,3293,1
LGI4,0,2,0,0,0,0,1,0,0,0,0,0,0,5,0,354,42859,0,0,1,0,0,0,0
ADORA2B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2382,1,0,0,0,0,0,0,5400
FAM26E,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,44,0,2,2,29133,0,2,0,4112
CREB3L2,0,0,3,0,0,0,446,819,4,0,80,4,4,28410,0,0,0,2065,39,860,0,0,0,14
CGRRF1,0,1,1,58,124,0,0,0,4,0,0,0,0,1,0,3363,1,0,0,3387,0,0,0,2944
OSGEP,0,1,171,1,0,2,4,1,0,1,12,0,1,2817,0,54,23532,0,246,1154,5,0,536,101
ACTR3B,0,1,0,0,60,0,0,5,0,0,0,0,0,0,4,4274,6,1,36,5744,0,0,0,1702
THOC2,32,6,401,98,517,7,30,130,520,8,3,5,2,1,435,12967,28692,7625,61,18788,526,0,4521,3671
KCNK6,0,316,497,29,68,2,580,0,240,1107,0,0,58,0,284,5530,1307,1,403,11335,0,0,109,290
JAK2,0,0,1,1,0,2,2,1,1,0,10,0,1,3477,2,1308,1,1,0,5839,0,1,0,261
C10orf54,0,0,80,1,0,3,0,0,1,0,1,0,1,2,2,202,0,2,697,103,0,0,21201,2261
ZMYND8,0,1,1,0,62,3,0,13,94,479,2,3,352,344,8,3400,4699,112,8,7381,1,12,6278,4483
SLC18A2,0,0,0,1,0,2,0,0,0,2,0,1,1,0,0,4708,1,0,219,0,0,0,12866,31
CPNE5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1418,2,0,7,14,7856,0,0,5528
ITFG1,0,0,11,0,458,2,4,0,62,0,0,0,0,1,1,40,5490,1,105,18247,0,0,0,1491
NEAT1,4,21,613,53,943,74,4995,2830,2766,5340,45,27,1511,7329,235,36225,9844,1833,5150,31410,18,95,65537,25925
RGS10,786,10,871,635,86,7,10,356,1,0,77,1,1027,0,10,2158,25051,1,43,1959,841,0,13975,786
PCYT1B,0,1,0,0,0,0,1,33,0,3,1,1,1,1,0,6264,1,0,0,146,0,0,18067,14
BCL2L1,6973,55,1715,1961,682,6963,2090,8725,451,2251,6885,10,17417,101,8,9514,32304,3,973,48055,1045,4,3095,9075
STAM,0,0,519,1,60,1,2,0,1,1,0,16276,44,3,0,540,0,0,34,1191,1,279,13,2202
LOC100134229,0,0,4,0,6,1,24,39,1,1,156,1,165,20598,0,717,0,0,0,0,0,0,1,4214
LCN2,228,0,0,0,0,0,1,84,0,0,0,0,0,0,176,24,200,0,0,789,0,0,236,0
DDX52,1061,10,164,0,243,4,1,0,0,1,0,3,0,0,1,5191,1,0,0,523,0,0,0,3248
YPEL3,319,3,259,5,36,1,725,748,2,19,148,1,46,4131,0,1986,2265,1,161,3267,0,0,1279,4343
ENKUR,0,0,0,0,76,0,0,0,0,0,0,0,0,0,2,3053,1,0,0,0,0,0,0,4409
WIPF1,1,4,0,0,190,11,0,638,0,0,0,0,0,0,2,2683,146,0,0,1128,0,0,563,192
RHD,740,4,0,0,24,8,3,15,1,0,0,1,1,0,1,464,1119,0,0,0,0,0,17024,80
COPA,7653,44,3145,3272,2828,0,93,501,2059,785,130,8,0,1,0,4264,0,19869,4590,18768,142,80,2596,94
SLC16A5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2556,160,35,0,0,304,0,0,0,58
RASA3,0,1,151,1,0,1,21,61,3,0,0,0,0,0,310,2381,88,0,28,7801,0,0,4,1018
WHAMMP3,0,1,0,0,0,1,2,0,0,105,0,0,0,0,326,91,380,0,0,5648,0,0,438,1
CLIP2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,171,6,1,4,382,0,0,1216,2440
PION,0,0,0,0,0,0,0,1,0,0,0,0,0,0,627,2803,0,0,0,0,0,0,0,0
BNIP3L,4635,54,69,1858,1092,38509,2518,21821,2584,4990,18007,50,43533,61111,22,7029,384,6259,186,20181,136,3,167,12571
CDKN1A,11,3,3,298,134,3,5362,871,1753,21,670,6,2,0,298,7986,61,9,1360,560,6836,0,34664,10941
TRIM58,12504,94,643,2916,139,78,1672,10332,534,1403,8274,18,36796,66,32,18922,523,2,212,29466,640,5,35581,8941
ABHD15,0,0,977,860,1,0,0,0,16,2,3,0,210,0,128,0,0,0,7,0,0,0,25289,28
ITPR2,0,0,0,0,251,2,5,0,0,1,0,1,0,0,3,6685,3378,0,30,0,0,0,0,513
TAOK3,4016,29,1416,122,881,4,4,633,0,2,2136,1,1005,1,7,5497,32649,1090,232,4085,0,0,2,1693
GUCY1B3,1,2,1,219,0,1,0,3,1,0,0,0,1,29,2,2576,177,1,1,14569,1,1,51,5273
CHRNE,15,0,3,88,14,1,114,4,0,6,59,0,2,1201,108,487,5731,0,150,4375,0,0,1319,1044
ACER3,0,2,3,54,7,7,2402,453,0,0,0,0,27,0,1,3626,245,1,255,14515,0,0,1,1891
SERPINE2,0,0,2,0,0,1,0,1,485,1,0,2,0,1,1,3775,668,0,0,69,0,0,2084,1237
CTNS,12,0,158,9,82,5,69,3,5,0,83,2,0,6,0,1947,3197,1,211,12489,4,7817,10225,3159
SLC38A2,0,4,0,0,359,3,1569,14,1,1691,8,6,383,521,4,2992,48,1,395,18338,11,1368,18496,5538
MADD,0,0,13,468,22,2,15,1,282,4,939,2,2,933,4,3607,4,1522,589,38736,3,3,5100,9926
VKORC1L1,1,1400,861,0,9,0,5,5,29,0,210,0,0,0,234,5799,0,0,22,686,6,5181,0,0
C2orf68,0,0,0,0,91,0,178,0,1337,19,147,13,480,1957,3,2928,0,7180,70,3602,11,14,23321,11
ARIH2,0,1389,649,1,505,0,1200,434,34,36,382,2,1279,44822,1,1747,2,0,598,1,0,1,6,2630
ASB8,1,0,0,0,186,6,4,6,133,247,1,3,0,1,76,2034,54321,2,352,0,0,1,0,1579
FAM214B,0,0,0,121,38,395,484,688,164,0,0,0,368,0,0,1172,387,0,1,8552,0,2046,3,114
MMP19,0,0,0,0,58,2959,0,0,0,1046,0,0,31,0,0,0,0,0,325,0,0,3,0,2507
MBP,80,3,0,0,72,7059,6,643,533,0,169,3,2199,320,10,1712,1926,1,344,1957,10,1,9,10595
FHOD1,3,2,202,237,134,3,4,2,570,1,0,1,1,0,161,5482,40213,1,336,1958,0,4,0,1024
PTPN12,2,10,9,0,174,13,7,64,143,0,0,144,24,1,12,14795,59,5,17,23270,3,1,848,9138
BPGM,593,24,12,1876,2141,9094,796,7623,0,4837,8361,22,36514,1,8,6,14,1,0,1,3,2,124,1046
TET2,0,1,0,0,170,0,46,9,0,0,1,0,0,0,2,4408,3,1,13,16206,0,1,0,651
ANKRD55,0,2,0,0,0,3,0,1,0,0,0,0,0,1,14,2799,8,1,0,3309,0,0,968,199
HIST1H2AM,0,0,0,0,0,0,0,0,0,0,1,0,0,759,0,1405,0,0,5,65,0,0,2,675
AIG1,0,0,14,374,133,0,18,1,318,320,2133,1,0,2,0,1471,0,0,0,13491,1,0,1395,1288
STMN1,10349,60,1656,1442,1732,0,1,306,5247,155,6488,15478,3861,2,0,0,1,11,4148,18,10446,15137,21,5
TSC22D1,161,25,2892,2871,501,39,5998,1995,1641,3398,119,22,124,18,38,49466,64608,6779,1450,151123,14171,42,59570,65797
AKAP13,0,6,77,0,394,1765,3,753,1103,139,11,5,0,2,16,4439,925,2,628,2,41,4,18842,3680
MAP3K5,0,4,0,0,3,4,578,7,0,0,0,3,0,0,2,5687,11,2,25,13368,0,1,0,2317
BET1L,0,1,198,0,459,0,649,1,1,8,132,0,1,36696,0,282,0,6653,1063,1,9,1,3,5034
RCOR3,0,6,2,0,78,1087,8,304,0,0,30,1,64,0,1123,6097,7,0,59,0,0,9,0,685
PHF20L1,0,0,5,870,194,4,998,444,46,2,1026,0,145,0,4,6401,11778,2,562,214,14412,0,0,1093
ZEB2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3395,0,0,130,0,0,0,2457,85
MBNL1,3,15,0,1,41,24,138,325,586,3,11,7,65,2,21,11303,2572,61,298,26775,0,1,4438,4570
GP1BA,0,0,0,20,0,1,0,5,0,0,0,2,0,0,1,2084,3,0,26,368,0,0,4058,2023
SEC14L1,324,4,199,75,6,5,236,176,112,0,644,0,790,3833,5,12423,4110,1,19,23317,48,2,330,2183
ENDOD1,1,5,2,696,271,4,348,211,4,0,140,0,160,0,6,6205,3819,2,578,181,9217,0,16050,2587
ATL1,0,0,0,0,84,1,0,0,9,856,1463,0,0,0,1,4163,417,1,2,0,0,0,0,1648
GRB14,0,0,0,0,120,0,5,530,1,0,0,2,0,0,0,0,0,0,0,1977,0,0,0,1670
EFEMP2,0,0,125,0,0,2,3,0,0,0,0,0,0,0,1,69,31214,0,0,580,0,0,28,0
LOC100128822,0,0,0,0,59,0,0,2,1,0,2,0,0,0,0,1292,0,4549,29,0,0,0,10503,5
CD40LG,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1883,1,0,0,1933,1,0,0,227
TLE4,0,0,0,0,0,0,0,0,0,0,3,1,0,1457,0,0,0,0,0,43,0,0,0,2874
PITPNM2,0,2,12,0,0,1,1,8,0,1,1,2,53,13,0,3141,0,20,2,865,0,0,14849,606
MCTP1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1772,21,0,0,0,0,0,1,3543
LRRC32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14635,0,0,0,651
PAG1,1,3,0,0,0,0,1,2,0,0,1,0,4,1,2,710,1,0,19,0,0,0,13430,3053
PDZK1IP1,2590,10,0,1,136,1,1,1231,652,167,1501,6,3495,655,0,2564,350,0,0,0,0,0,346,12
PRKCQ,0,8,0,0,0,6,1,3,0,0,0,0,0,0,5,3883,8,0,0,0,0,0,0,5826
RCL1,0,0,1,2,658,0,0,0,2,2,2,0,48,0,0,0,0,0,1,9177,0,0,2,3768
HIST1H4C,8579,52,99,300,1,9,38,103,7,0,8,0,295,611,11530,381,17,0,0,1,0,0,10,59
PF4,1900,12,96,1172,27,9,45,57,0,0,4,0,0,0,2745,2836,89,1,201,3,401,1,833,1762
GPRC5A,0,0,7133,12902,489,0,3147,7,7614,2026,2158,35,2800,0,0,0,0,1,767,0,0,0,7,0
TBPL1,0,0,2,0,154,2,0,1,1,64,0,1,184,0,2,8161,0,2,201,0,1,0,1531,6629
LMBRD1,2,2,0,0,33,3,1,0,30,0,11,0,0,710,0,1,2998,0,0,0,0,0,440,3997
RAB31,2,111,749,0,163,20,427,1,1373,0,0,8,4,0,0,4147,1,1,74,114,0,0,20239,1476
BEX4,0,0,419,0,44,0,0,0,423,370,363,1,0,0,0,1323,11346,0,0,0,0,0,2,340
CRKL,1,0,0,0,119,5,18,694,5,1,1,1,313,3,2,12112,0,5189,51,1,0,0,15756,784
PDE5A,1,2,2,407,0,5,7,6,0,0,1,1,0,0,28,6538,7,0,1,15964,0,0,0,959
CHD9,0,12,0,0,81,7,1,107,0,16,20,0,49,0,26308,1397,22,0,86,0,0,0,1,0
FKBP1B,0,1,0,0,67,2,7,36,0,1,15,0,1123,4047,2,117,48969,2,455,0,0,0,6,335
CNPY3,0,1,400,467,111,3,2,0,412,777,47,2,2,15437,176,4821,10,3,837,3951,8,2851,2479,3434
SUV39H1,1181,12,0,2,177,0,0,0,0,0,2,0,2,624,0,0,0,6,1494,0,0,0,0,911
SLC39A14,0,159112,0,11,43,18,143,3,0,0,429,0,25,0,16,0,9,0,0,1,2,0,0,0
OBFC2A,0,0,0,19,0,1,6,0,0,1,0,0,0,1,1,99,1,0,0,9447,0,0,12044,9
DCTN3,526,11150,87,2449,13,1,1060,1389,7,1276,0,0,0,0,1,0,1,4,1183,1,3,7954,0,0
RHOBTB1,1,3,0,0,0,2,4,3,0,0,0,0,0,0,4,1738,5,0,12,23901,1,0,0,1044
CASS4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,935,3907,0,0,0,0,0,0,0
PDPR,207,1,0,0,6,0,0,0,0,1,38,1,0,12851,0,0,0,13182,3,0,0,0,0,0
CSNK1G3,0,0,59,0,136,0,7,0,240,7,4,142601,359,12,0,0,1,0,0,0,0,0,32,8
ANKRD6,0,0,3,2,1,351,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,890
DZIP3,0,0,0,1,29,0,0,0,6,152,10,239977,515,11,0,0,0,7,140,34,0,325,49,4
ZNF350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20873,1,0,0,87
ZNF542,0,0,0,0,0,0,0,0,0,2,3,0,2,1,0,0,1,0,0,0,0,0,20539,247
UPB1,0,0,0,0,0,0,0,0,0,0,0,4,0,527,0,10,0,0,0,0,0,0,0,4688
FOCAD,6532,44,1,194,360,0,0,0,0,0,182,0,1,0,0,0,0,1788,659,5,2,6958,1,2545
RGCC,101,2,0,0,72,189,0,123,1,0,0,0,0,0,0,141,1,0,0,0,0,0,893,1342
TRNT1,0,0,128,0,3,0,4,2,76,2,0,3,24,0,0,3108,1,1,0,7008,2,0,0,3547
VDAC3,1,4,263,1980,1252,1,1180,641,2829,133,9,7,1235,4,3,6091,13055,16,6406,11204,19261,19408,37797,16036
CD24,0,1,12803,7159,3308,0,3359,59,9276,6489,8929,27,2787,0,0,0,0,4,2010,0,1,1993,7,1
NAT8B,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,25,0,0,2,0,0,0,19537,205
PWP1,0,0,817,370,411,0,0,0,335,0,641,69139,315,14,0,1,1,6230,49,3,0,2,16,1513
DENND3,0,0,1,214,0,0,0,122,0,7,295,0,1,987,3,160,0,0,0,590,0,0,1,3272
TMOD1,0,0,0,0,166,9315,0,2634,220,0,666,5,2543,0,3,1,0,8344,72,0,0,0,6,0
RCHY1,1,10,9,688,183,7,294,2,6,4,46,0,1,14807,4,3495,44726,0,98,1,0,0,0,102
FAM83D,0,3,5700,1484,247,3,3,316,2,1,0,17382,40,69,4,5326,2,3,109,10697,2,2624,6,1
TFPI,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,513,0,0,0,1850,0,0,0,1129
SORBS1,94,4,21,1,0,0,2,0,1,652,0,0,0,0,0,2028,0,0,0,0,0,0,0,2749
CUL1,3,5,0,49,399,1,0,1,151,752,0,2,0,0,0,3489,1134,0,257,11125,4,0,1,5953
HGD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16515,0,1,2,0,5152,28
LAT2,0,0,0,0,0,5,0,0,0,65,0,0,0,0,0,0,0,5,2,66864,0,0,0,0
TOR4A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3052,178
CD226,0,0,4,5,0,2,0,1,1,0,35,3,1,12407,1,924,2,1,0,1874,0,0,10,946
DOK3,2,2,0,0,0,1,0,1,0,0,0,0,2,0,5,2620,2,0,73,4,1,0,3119,5462
MSN,5,3,1,354,388,11,147,286,2,1,1,1,0,1,9,5467,28416,1,1,47,0,0,10,6821
SMAD1,4,1,81,1,602,0,0,113,0,0,0,1,0,0,1,1468,0,0,2,0,0,0,649,5081
TFF1,10680,318,17541,2125,20084,2,321,1,6528,1621,2,32,3,1,1,0,1,7,458,0,0,0,1,0
ZNF22,0,0,1,0,1,0,157,1,1,4,60,3,1,25943,0,34,4672,0,7,16,7660,0,2,94
MYCBP2,0,1,0,0,261,0,376,6,0,1,33,1,297,11936,0,3201,1,0,236,4133,0,1,1,0
SIAH1,0,0,158,0,110,0,142,0,0,0,0,1,0,0,0,3763,145,1,255,4541,0,0,0,115
DARS2,0,21729,1,253,329,7,1215,1,484,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0
KCNE3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,704,10625,0,0,0,1,0,0,5
SCLT1,0,3,0,0,70,9,1,1,0,6,0,0,0,0,53407,4,17,1,0,0,0,0,1,0
CNNM2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,7738,0,0,217,1535,0,0,0,0
DCAF12,1096,11,55,70,242,2775,115,1856,0,903,615,0,4594,0,5,263,6,0,0,0,0,0,302,1773
FAM104B,2670,18,0,0,137,2874,2,4,0,0,0,0,0,0,1,0,0,0,42,668,2,3,0,0
SERPINB1,0,3,417,0,71,14,4,2,144,0,1270,4,1,0,2,11174,3931,0,386,4689,89,0,0,2620
PDE3A,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,511,24,0,0,24323,0,0,0,0
FBXO7,2827,24,15,1966,2117,5292,2857,7251,951,2122,5789,7,20225,1,18,6741,14,0,112,6,0,0,70,1337
MGC12982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,60,0,0,0,22055,20
IER2,0,2,812,764,1021,1,825,88,134,23,87,3,278,6295,0,7663,2,3339,2176,25429,1,7,3823,2843
FAM212B,0,1,0,0,1,0,0,3,0,1,0,0,0,0,70,3950,4,0,7,4971,0,0,19,0
ZZEF1,6,2,0,1,106,0,7,3,1,2,58,0,0,19344,4,1187,8957,0,1,4,0,0,47,8
TMEM57,0,0,826,323,255,0,9,683,0,1665,5,0,1822,2,0,1708,0,1,514,0,0,0,9,4675
DOPEY1,0,0,0,0,350,0,5,249,254,2,366,14026,682,0,0,0,0,0,0,1,0,0,5,0
CTNNAL1,0,1,0,0,1,3,3,148,576,0,2,3,1,1,3,8579,2,5,68,22899,2,2,1564,0
AP3M2,4465,19,0,0,158,1,74,0,0,0,0,0,0,73,0,1,0,12404,203,4513,12062,286,0,11
RIOK3,3,2,1,232,291,443,209,2032,175,609,152,13,2054,4,124,3040,380,1,112,14937,2,3,13194,13120
ST7,4376,23,0,0,317,2,16,0,0,0,0,0,1,0,0,3180,0,1,393,1,0,1,0,0
LGALS3,4051,21,1314,1503,324,2229,1836,1399,52,0,580,0,3822,0,0,1037,4,2,3,3,1,3,10,0
BTK,0,0,2,7,3,2,3,3,1,1,16,1,1,2212,4,4385,5,0,32,4,65,0,12436,2301
GADD45GIP1,0,71489,0,0,26,8,710,12,0,3,1,0,0,0,2,0,1,0,85,0,0,2,0,0
STXBP5,0,0,0,2,180,1,0,0,0,0,1,1,0,2,0,0,0,0,0,113,0,0,20829,285
BRD1,0,0,0,0,4,1,4,1,0,4,0,0,0,0,0,56,28290,420,9,1,0,0,0,1693
GDI1,557,5933,1703,1097,396,975,20,41,1517,1983,791,8,44,0,0,225,175,7576,2411,1,2,1,15471,3388
CACNB1,0,0,0,0,0,3,1,1,0,0,0,4,0,0,0,742,18707,0,2,0,0,0,0,7
ANO6,0,1,5,1,36,1,1,0,0,3,8,0,1,2447,1,1196,4,1,8,3459,0,0,660,542
AKT3,11,0,0,74,0,1,1,0,0,14,1,2,0,0,1,1826,3,2,2,6061,0,13,12635,37
C5orf44,0,0,0,0,0,0,0,224,1,5,0,0,0,189,0,0,0,0,0,4089,0,0,0,0
S100A1,3,150086,792,40,0,3,33,1,0,0,0,0,0,0,1,2,0,1,414,0,6,1,0,0
LRBA,0,0,198,0,480,1,215,2,317,1564,11,4,1,0,1418,4156,3,1,94,0,1,1,480,4827
