	BRx-129-2--9-29	BRx-139-1	BRx-170-1	BRx-170-2	BRx-172-1--9-30	BRx-129_2_111814	BRx-136_1_123014	BRx-136_2_123014	BRx-146-1--4-16-15	BRx-16_1_102214	BRx-16_1_120314	BRx-16_2_102214	BRx-16_2_120314	BRx-16_3_120314	BRx-172_1_111114	BRx-172_1_120114	BRx-172-1--4-16-15	BRx-172_2_111114	BRx-172-5--11-11-14	BRx-183_1_031015	BRx-183_2_031015	BRx-183-3--3-10-15	BRx-183_4_031015	BRx-183_5_031015	BRx-183_6_031015	BRx-183-7--3-10-15	BRx-111-1--10-08-15	BRx-111-1--10-19-15	BRx-111-2--10-08-15	BRx-111-3--10-08-15	BRx-131-1--09-15-15	BRx-132-1--06-09-15	BRx-146-1--08-06-15	BRx-16-3--09-09-15	BRx-16-4--09-09-15	BRx-172-1--02-01-15	BRx-172-1--06-25-15	BRx-172-1-08-04-15	BRx-172-1--08-18-15	BRx-172-1--08-25-15	BRx-172-1--09-09-15	BRx-172-2--07-07-15	BRx-172-2--08-25-15	BRx-172-3--07-07-15	BRx-180-1--06-12-15	BRx-180-1--07-02-15	BRx-213-2--08-26-15	BRx-213-3--08-26-15	BRx-245-2--09-04-15	BRx-42-1--10-20	BRx-42-1--9-14	BRx-42-1--9-22	BRx-42-1--9-29	BRx-42-2--9-14	BRx-42-2--9-29	BRx-42-3--9-29	BRx-82-1--9-15	BRx-82-1--9-29	BRx-82-2--9-15	BRx-82-2--9-29	BRx-82-3--9-15	BRx-42_1_110314	BRx-42_2_110314	BRx-82_1_012015	BRx-82_1_030915	BRx-82-1--11-13-14	BRx-82-1--1-12-15	BRx-82_2_030915	BRx-82-2--11-13-14	BRx-82_3_030915	BRx-82_5_030915	BRx-82_6_030915	BRx-82_7_030915	BRx-82-8--3-9-15
ABCF3	0	0	0	0	0	182	0	162	0	0	0	0	0	0	0	0	0	0	1	0	562	1	1	0	18	271	0	0	0	0	0	33	1	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	165	42	0	45	0	0	0	0	0	0	141	170	0	271	220	147	190	0	0	0
ABCG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	50	24	31	122	0	21	0	0	0	1	0	0	0	0	8	1	151	1	287	223	102	1
ABCG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	65	0	0	0	28	0	0	39	0	0	0	0	0	0	0	0	0	0
ABCG4	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ABCG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD10	0	0	0	0	76	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	368	74	0	0	1	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	273	150	0	41	0	0	0	0	0	0	0	112	0	83	0	0	345	218	0	0
ABHD11	0	0	0	1	0	2	1	462	1	6	0	1	0	0	15	76	0	54	95	233	1920	578	1264	257	1552	2462	0	298	0	0	31	78	293	6	3	0	7	14	5	9	4	0	109	1	98	1	32	14	1	0	0	0	43	23	33	245	0	624	47	0	0	1	0	121	245	499	1202	765	576	1035	750	294	229	531
ABHD11-AS1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	28	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	52	0	0	0	9	0	0	0
ABHD12	0	0	0	0	0	0	0	121	0	1	67	0	0	0	53	0	0	0	27	0	179	0	145	2	238	40	0	0	0	0	0	97	0	0	0	0	0	0	0	6	0	0	91	0	0	0	5	0	0	0	0	79	42	2	173	189	1	104	27	0	0	0	0	0	2	0	0	0	0	0	141	435	80	0
ABHD12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD13	0	0	0	0	0	0	0	2	0	55	1	101	0	0	0	423	0	0	83	0	547	0	0	0	31	23	0	307	0	0	1	0	0	0	1	5	0	0	1	0	0	0	0	0	2	0	0	0	79	0	0	39	4	0	43	22	20	0	279	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14A	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	12	0	0	15	0	61	0	0	0	0	0	0	0	0	171	0	0	0	127	49	0	65
ABHD14A-ACY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABHD14B	0	0	0	13	0	3	0	10	0	0	0	7	16	1	0	24	0	0	66	17	539	5	92	85	331	212	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	31	0	0	36	0	17	0	0	0	24	0	0	33	0	81	198	85	14	0
ABHD15	0	2	0	2	0	0	0	1	0	1	3	2	0	0	1	1	0	6	4	0	3	10	71	0	5	26	4	1	2	0	25	0	0	14	2	1	1	13	3	1	2	1	3	0	238	5	10	14	4	0	17	8	25	6	2	50	0	4	3	0	0	2	0	1	0	21	1	3	1	10	27	6	3	132
ABHD16A	0	0	63	419	40	0	127	186	0	2971	552	546	42	206	202	2207	0	1722	346	238	488	2	4	2	259	356	0	962	0	103	1	0	0	731	68	1453	0	0	225	140	1106	0	182	1864	0	0	441	15	66	15	1	60	78	45	145	214	111	86	1781	4	34	0	58	479	95	420	617	199	77	49	456	229	394	3
ABHD16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
ABHD2	1	1	0	0	0	6	1	27	0	3	1	0	0	10	0	66	0	5	64	0	13	17	95	1	8	436	0	10	0	0	10	11	11	8	3	7	130	12	14	1	4	0	65	1	150	2	7	12	3	0	7	0	266	48	131	89	19	101	6	0	25	46	0	19	0	90	1	2	3	39	10	8	21	2
ABHD3	0	0	0	0	0	0	0	227	0	0	22	0	0	0	0	1	0	0	42	0	22	29	0	0	584	80	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	47	369	110	101	198	0	172	80	0	10	40	0	0	0	0	0	0	0	25	0	205	166	99
ABHD4	0	0	0	0	0	199	0	68	0	596	20	135	0	0	0	106	95	308	201	23	0	0	103	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	48	216	1	0	0	0	0	34	0	0	0	0	0	81	13	6	68	53	1	343	0	30	0	47	0	1	0	0	160	22	46	17	5	0	0
ABHD5	118	0	0	3	0	0	0	278	0	67	0	99	0	0	0	14	0	0	16	10	205	165	438	111	172	147	0	0	0	426	1	88	3	0	13	0	61	0	2	1	445	0	0	0	7	3	0	1	0	57	0	0	95	14	40	64	0	403	57	0	0	0	0	9	23	159	12	0	0	159	61	302	1	224
ABHD6	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	130	13	0	1	0	0	0	0	0	2	0	0	0	0	0	0	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	59	3	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	0
ABHD8	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	16	0	2	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0
ABI1	0	0	151	631	46	254	1	522	0	1244	17	537	1	189	101	1955	482	268	822	0	1	13	24	0	459	36	0	0	0	0	4	221	207	0	6	805	1	0	45	418	537	102	3	258	32	0	39	97	0	0	0	44	151	115	123	160	211	138	1810	1	41	70	0	319	80	426	0	53	309	91	72	300	61	94
ABI2	0	1	3	61	8	1	8	148	0	152	9	128	264	0	0	529	0	206	75	0	7	20	141	0	1	93	7	2	0	1	26	102	0	64	3	103	17	17	15	55	1026	0	52	867	331	3	27	11	4	0	16	46	126	18	146	24	0	76	635	1	25	6	1	58	1	189	0	1	49	40	33	354	15	12
ABI3	0	0	0	0	0	0	0	0	0	0	114	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ABI3BP	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0
ABL1	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	63	6	32	85	0	13	0	0	0	0	0	0	0	136	0	0	0	7	108	32	7	0
ABL2	0	1	0	10	0	2	0	205	0	6	60	2	0	0	8	7	0	8	4	0	8	7	14	0	128	56	4	5	1	0	68	7	3	138	19	4	16	43	16	1	15	0	48	2	936	13	59	50	11	1	7	6	17	11	4	39	4	0	5	0	1	18	0	1	29	3	107	2	71	2	120	155	176	252
ABLIM1	0	0	89	133	4	0	0	212	1	497	130	59	0	18	1	1571	210	835	292	0	380	129	101	0	604	546	0	848	1	0	0	274	1	57	0	312	0	0	328	88	0	1	44	1091	401	0	92	1	0	0	0	1	27	63	39	65	88	155	2082	0	16	125	0	18	1	9	1	50	128	404	0	106	0	500
ABLIM2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	41	12	0	0	0
ABLIM3	0	0	12	129	3	0	0	3	0	1172	1	150	339	0	71	1098	18	443	509	0	329	21	34	0	4	81	0	0	0	0	0	0	0	162	6	587	0	0	140	26	215	1667	0	666	0	0	0	315	0	0	0	0	0	14	0	0	48	0	725	0	39	0	14	0	0	0	0	0	0	0	0	0	0	0
ABO	0	0	4	0	0	0	0	7	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	30	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ABP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABR	0	0	0	0	0	2	0	10	0	150	0	0	0	0	0	44	0	0	0	0	0	6	4	0	0	4	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	114	0	0	0	0	1	0	0	10	0	1	0	14	51	0	27	83	0	0	0	0	0	0	123	0	0	0	37	0	40	68	0
ABRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	17	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABT1	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	67	0	335	0	0	0	219	63	0	0	0	0	0	110	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	1	0	47	194	5	40	105	0	60	0	0	0	0	0	0	60	10	752	86	0	119	170	17	38	96
ABTB1	0	0	33	12	28	144	0	4	0	178	94	295	213	35	1	224	103	10	160	0	0	0	71	97	0	0	0	0	0	0	1	0	221	0	0	128	0	0	0	7	0	0	180	0	0	0	0	45	2	0	0	81	33	0	47	72	73	24	205	77	22	0	246	191	51	225	0	183	0	0	101	0	0	15
ABTB2	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	34	22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
ACAA1	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	33	0	0	0	0	349	45	32	223	511	614	0	0	0	0	0	82	0	0	0	0	623	0	0	1	161	0	13	0	96	0	0	0	0	0	1	44	0	0	16	46	0	55	23	0	0	0	1	0	136	3	586	77	4	0	159	0	0	0
ACAA2	0	0	0	0	0	0	0	687	0	0	38	52	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	156	604	0	0	0	584	55	0	3	0	0	1	0	16	1	0	1	0	0	0	0	0	18	121	22	0	24	0	0	0	0	0	0	0	227	184	17	0	1	145	90	0	85
ACACA	0	1	0	3	1	1	0	325	0	2	12	0	0	0	4	18	0	3	1	76	595	342	42	63	1784	790	0	4	0	1	28	216	3	18	0	1	1	16	7	0	13	0	15	1	160	2	12	15	4	0	2	0	57	6	96	107	5	20	13	1	2	4	0	0	67	0	0	63	1	62	268	95	50	0
ACACB	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	11	0	0	75	0	0	0	0	1	0	0	3	3	0	0	0	1	0	1	0	4	0	104	1	0	2	0	0	3	0	0	1	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
ACAD10	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	0	0	0	0	0	46	0	70	21	0	0	0	0	0	0	0	0	3	0	0	278	0	0	0	0	0	0
ACAD11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	32	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAD8	0	0	0	0	0	105	0	18	0	132	78	0	0	0	0	127	0	0	0	0	1001	390	271	64	237	290	0	0	0	0	0	0	20	0	0	0	0	0	0	0	17	0	0	1	18	0	0	0	0	0	0	0	29	23	0	0	0	78	205	0	0	0	0	74	0	0	0	2	0	0	133	0	4	34
ACAD9	1	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	94	173	0	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	67	0	224	38	0	0	0	0	0	1	0	0	0	120	0	0	0	0	0	123	9	0
ACADL	0	7	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	122	531	144	241	109	496	335	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACADM	159	0	0	0	0	0	0	466	0	31	10	106	0	0	0	0	0	0	0	203	1713	204	595	329	1448	197	0	1	0	0	0	2	9	0	0	0	0	122	0	0	355	0	0	0	4	0	0	0	0	0	0	0	101	87	0	89	0	103	9	5	0	0	0	0	33	92	108	9	0	87	0	50	262	82
ACADS	0	0	0	2	0	0	0	76	0	58	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	26	11	0	0	0	0	0	0	0	253	0	0	0	0	0	9	0
ACADSB	0	0	0	0	0	2	1	4	3	7	14	2	0	0	1	9	0	6	2	0	458	1	6	1	148	168	0	0	0	0	114	0	338	43	7	12	3	8	1	0	17	0	0	0	77	0	11	13	4	0	25	41	81	2	543	112	0	10	60	0	1	63	1	2	9	2	0	138	8	2	17	8	80	363
ACADVL	0	0	0	30	38	0	61	809	0	171	11	93	0	0	0	207	0	0	26	29	3331	433	657	16	235	801	1	92	0	0	0	46	207	0	0	0	44	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	270	0	51	135	97	5	118	0	0	29	0	0	197	908	0	373	251	165	448	412	0	0
ACAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	12	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	196	0	0	0	0	3	6	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0
ACAP2	0	0	1	1	0	19	0	354	2	160	2	26	0	6	1	518	0	195	111	0	335	23	23	0	351	216	0	0	0	3	5	223	390	8	0	0	323	5	179	23	1	2	46	1	181	2	66	121	5	0	2	7	59	9	11	113	30	182	250	0	11	29	0	101	92	227	0	74	104	109	196	587	93	32
ACAP3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	105	44	160	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	33	0	0	138	0	0	0	0	0	0	5	0	0	0	0	0	226	7	108	0
ACAT1	0	0	0	39	0	0	27	173	0	0	1	0	0	0	0	0	0	0	0	0	4	0	295	1	309	310	0	0	0	0	9	56	0	2	2	0	0	0	0	0	0	0	47	1	5	0	0	0	1	0	0	32	83	86	28	75	0	103	27	0	10	0	0	0	153	50	1	97	66	183	120	268	392	0
ACAT2	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	177	0	90	30	623	100	0	0	0	0	1	225	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	26	0	38	24	0	30	0	0	96	0	0	15	0	0	0	0	0	0	56	0	0	77	78	0	0
ACBD3	0	0	1	0	0	1	0	194	0	140	8	0	0	0	0	6	0	0	0	58	315	142	210	33	76	602	0	665	0	0	0	174	22	0	0	0	0	822	0	0	0	0	124	0	2	0	0	0	0	89	111	41	354	266	202	223	0	152	5	0	0	0	0	0	67	502	490	212	71	135	485	158	383	9
ACBD4	0	6	0	8	0	2	0	0	4	4	8	0	0	2	1	2	0	8	5	0	2	6	22	0	0	3	0	1	0	0	19	0	1	8	2	0	0	13	3	0	5	0	24	0	166	2	11	12	3	0	9	39	2	3	18	26	1	1	6	1	0	2	0	0	0	0	0	1	3	0	10	2	2	4
ACBD5	0	1	1	0	0	3	0	382	0	1	8	0	0	0	0	0	0	5	43	0	223	7	249	0	223	98	2	0	0	0	22	36	171	21	10	3	0	4	1	0	2	0	10	0	196	2	4	12	6	0	3	0	211	15	104	191	0	63	0	2	0	3	0	0	187	439	2	173	1	2	179	191	606	56
ACBD6	6	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	153	42	55	47	22	64	102	0	0	0	0	16	0	1	0	0	0	0	60	0	0	0	0	0	16	0	0	0	0	0	0	22	198	203	83	196	26	242	1	0	0	0	0	0	28	184	1	0	0	52	284	213	147	233
ACBD7	2	3	0	11	0	2	0	5	1	20	11	3	0	2	1	11	0	11	4	0	14	24	10	0	7	21	3	8	0	0	46	18	2	19	14	5	14	23	3	5	15	3	23	5	382	3	33	24	8	0	9	0	7	3	3	9	2	2	10	0	0	1	2	0	2	2	2	3	9	3	33	11	14	1
ACCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	1	0	0	0	26	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ACCN3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	51	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACCN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ACCS	0	0	36	92	0	0	0	0	0	712	78	0	0	33	0	1037	0	797	146	0	129	2	20	0	0	112	0	0	0	0	4	1	0	0	96	22	679	240	54	71	345	0	478	0	1	0	1166	0	77	0	44	2	56	0	23	0	17	0	464	0	11	0	0	76	0	0	0	0	0	0	0	0	0	0
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	39	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	10	0	0	0	0	0	0	0	0	0	7	0	0	0
ACD	0	0	14	0	0	0	0	143	0	87	0	86	0	0	0	42	0	0	0	0	0	0	6	0	43	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	32	41	0	0	0	0	14	38	2	0	0	0	0	97	194	56	0
ACE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	83	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	740	59	32	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	19	0	0	122	0	0	0	0	0	207	0	0	0	0	0	0	0	0	1	0	66	0	0	0	4	0	0	0	0	0	0	0	1	12	4	0	0	0	0	37	7	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER3	0	16	59	118	21	0	1	89	0	819	6	52	137	0	28	911	70	343	363	0	0	0	61	0	5	0	0	0	25	0	178	0	0	17	0	256	0	0	13	129	328	126	0	75	903	0	108	13	14	0	17	0	102	13	205	4	0	0	490	0	0	0	0	156	0	0	0	0	0	0	0	32	2	1
ACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACIN1	12	1	0	104	0	0	0	27	0	153	0	0	0	0	32	222	0	82	67	0	351	43	145	48	263	292	162	0	1	13	0	60	119	0	38	0	8	1	100	12	0	0	167	0	0	0	0	8	0	0	0	23	73	28	77	119	0	63	131	0	7	16	0	3	2	90	282	57	12	69	44	276	236	261
ACLY	0	0	0	0	0	0	0	1124	0	0	16	0	0	0	0	0	0	17	0	0	594	1	161	24	576	608	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	38	0	5	22	0	23	3	88	331	120	445	568	1	37	18	0	4	17	0	0	314	432	29	34	142	45	414	25	18	0
ACMSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACN9	0	0	0	0	0	0	1	165	0	0	0	39	0	0	0	0	0	0	0	0	141	0	0	0	98	149	0	0	0	0	1	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ACO1	0	0	1	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	42	0	156	3	52	0	347	83	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	13	0	0	94	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0
