Gene start (bp),Gene end (bp),Gene % GC content,Gene name,Gene type
63123346,63320128,42.74,BCL2,protein_coding
31664452,31723989,48.20,BCL2L1,protein_coding
52109263,52112775,52.23,BCL2L10,protein_coding
111119378,111168445,44.42,BCL2L11,protein_coding
49665142,49673916,54.34,BCL2L12,protein_coding
23298790,23311751,51.40,BCL2L2,protein_coding
122019422,122062044,52.98,BCL7A,protein_coding
122019422,122062044,52.98,BCL7A,protein_coding
30833626,30894302,48.75,BCL7C,protein_coding
118893875,118925926,59.41,BCL9L,protein_coding
136256627,136289851,35.59,BCLAF1,protein_coding
40049815,40177329,53.23,BCOR,protein_coding
23179704,23318037,53.07,BCR,protein_coding
24632915,24650012,51.73,BCRP3,lncRNA
218658764,218663443,54.42,BCS1L,protein_coding
96204679,96244166,50.22,BDKRB2,protein_coding
27654893,27722058,40.25,BDNF,protein_coding
27506830,27698231,39.46,BDNF-AS,lncRNA
70780935,70893131,39.84,BDP1,protein_coding
70670918,70783123,39.84,BDP1,protein_coding
71455651,71567820,39.83,BDP1,protein_coding
66427295,66493529,50.58,BEAN1,protein_coding
100537147,100587413,60.97,BEGAIN,protein_coding
18162931,18220886,40.11,BEND2,protein_coding
69643360,69699476,40.55,BEST3,protein_coding
44783585,44788170,58.83,BEST4,protein_coding
93962762,94004382,35.67,BET1,protein_coding
167784,207428,48.36,BET1L,protein_coding
103309346,103311007,56.74,BEX2,protein_coding
103215108,103217246,51.94,BEX4,protein_coding
14632814,14669237,46.07,BFAR,protein_coding
14632931,14669236,46.01,BFAR,protein_coding
17493905,17569220,44.74,BFSP1,protein_coding
26120030,26125037,48.58,BHLHE41,protein_coding
58512872,58831435,38.00,BICC1,protein_coding
32106835,32383633,40.45,BICD1,protein_coding
92711363,92764833,51.36,BICD2,protein_coding
17734138,17774770,52.51,BID,protein_coding
51281038,51324668,44.59,BIN2,protein_coding
22620418,22669148,49.55,BIN3,protein_coding
32357028,32618899,37.56,BIRC6,protein_coding
102799119,102841533,40.11,BIVM,protein_coding
37492472,37527931,47.98,BLCAP,protein_coding
90717346,90816166,40.73,BLM,protein_coding
30248203,30292056,40.18,BLMH,protein_coding
96189171,96271587,42.63,BLNK,protein_coding
45178784,45216933,50.26,BLOC1S3,protein_coding
43758680,43807342,44.31,BLVRA,protein_coding
169367970,169396540,35.78,BLZF1,protein_coding
40087890,40108892,52.46,BMF,protein_coding
53949736,53958761,53.91,BMP4,protein_coding
7726099,7881728,43.48,BMP6,protein_coding
57168753,57266641,49.99,BMP7,protein_coding
39491636,39529869,54.76,BMP8A,protein_coding
86756601,86932825,39.90,BMPR1A,protein_coding
94757955,95158448,36.70,BMPR1B,protein_coding
83255884,83284664,41.77,BNC1,protein_coding
16409503,16870843,38.90,BNC2,protein_coding
173144442,173164387,45.87,BNIP1,protein_coding
59659146,59689534,38.55,BNIP2,protein_coding
131966455,131982013,49.42,BNIP3,protein_coding
26383054,26505636,43.60,BNIP3L,protein_coding
151036321,151047720,47.22,BNIPL,protein_coding
13568738,13627725,38.88,BOD1L1,protein_coding
149887890,149900798,45.46,BOLA1,protein_coding
74135400,74147912,50.40,BOLA3,protein_coding
72727749,72756198,36.79,BORA,protein_coding
134646811,134679816,39.66,BPGM,protein_coding
3118374,3153578,47.11,BPHL,protein_coding
33273480,33309871,50.84,BPIFB1,protein_coding
33007704,33023703,55.01,BPIFB2,protein_coding
33031648,33044047,50.97,BPIFB6,protein_coding
67825503,67984378,40.87,BPTF,protein_coding
140719327,140924929,38.00,BRAF,protein_coding
111642146,111685956,44.39,BRAP,protein_coding
2537810,2555694,55.06,BRAT1,protein_coding
155071420,155123077,37.75,BRCC3,protein_coding
49773283,49827512,54.00,BRD1,protein_coding
15235519,15332545,50.24,BRD4,protein_coding
138139770,138178953,43.02,BRD8,protein_coding
98252379,98310441,51.97,BRI3,protein_coding
34915677,34925996,37.61,BRIX1,protein_coding
222712553,222735196,36.81,BROX,protein_coding
39184176,39321559,38.65,BRWD1,protein_coding
80669503,80809877,36.14,BRWD3,protein_coding
571277,583494,62.58,BSG,protein_coding
15703065,15738313,43.46,BST1,protein_coding
91923770,92030325,37.37,BTAF1,protein_coding
13388008,13463297,36.23,BTBD10,protein_coding
107318421,107659642,46.12,BTBD11,protein_coding
44808482,44815585,56.17,BTBD19,protein_coding
93237550,93333092,40.08,BTBD7,protein_coding
93237550,93333092,40.08,BTBD7,protein_coding
15601341,15722311,39.83,BTD,protein_coding
52056199,52090716,41.13,BTF3L4,protein_coding
92140278,92145846,42.38,BTG1,protein_coding
17604145,17612947,40.74,BTG3,protein_coding
17593653,17612945,37.73,BTG3,protein_coding
101349447,101390796,43.18,BTK,protein_coding
26457904,26476621,45.31,BTN2A1,protein_coding
26383096,26394874,45.78,BTN2A2,protein_coding
26365159,26378320,44.34,BTN3A2,protein_coding
26440472,26453415,44.07,BTN3A3,protein_coding
101354033,101557321,38.96,BTRC,protein_coding
110637528,110678063,38.21,BUB1,protein_coding
40161023,40221123,38.74,BUB1B,protein_coding
41921499,41933046,48.48,BYSL,protein_coding
122930901,122954311,36.12,C10orf88,protein_coding
8920076,8933006,49.88,C11orf16,protein_coding
2295628,2303049,60.54,C11orf21,protein_coding
68261338,68272001,52.05,C11orf24,protein_coding
46936689,47164385,41.37,C11orf49,protein_coding
111918032,111926871,44.30,C11orf52,protein_coding
114391443,114400511,39.34,C11orf71,protein_coding
66744451,66843516,42.75,C11orf80,protein_coding
63759892,63768775,61.54,C11orf95,protein_coding
88033846,88050160,36.21,C12orf29,protein_coding
104986316,105074197,39.89,C12orf45,protein_coding
87980035,88034037,35.94,C12orf50,protein_coding
6942978,6946003,52.58,C12orf57,protein_coding
105235290,105396097,41.95,C12orf75,protein_coding
110027028,110073634,45.73,C12orf76,protein_coding
96039362,96093971,47.75,C14orf132,protein_coding
44897275,44907257,36.67,C14orf28,protein_coding
60396469,60515543,37.01,C14orf39,protein_coding
22985894,23010166,45.67,C14orf93,protein_coding
75195643,75212169,58.35,C15orf39,protein_coding
82988441,83011641,44.60,C15orf40,protein_coding
45430579,45448761,44.23,C15orf48,protein_coding
39250684,39254845,38.71,C15orf54,lncRNA
67521131,67530146,38.90,C15orf61,protein_coding
40769980,40772449,58.62,C15orf62,protein_coding
9091644,9121635,42.03,C16orf72,protein_coding
67666814,67668757,64.35,C16orf86,protein_coding
46796603,46831180,36.81,C16orf87,protein_coding
5044122,5066110,47.99,C16orf89,protein_coding
1419752,1420756,56.82,C16orf91,protein_coding
6651762,6693202,50.59,C17orf100,protein_coding
56791913,56838773,44.82,C17orf67,protein_coding
32324565,32350023,44.91,C17orf75,protein_coding
73232233,73248959,44.08,C17orf80,protein_coding
410325,431062,49.85,C17orf97,protein_coding
410325,431062,49.85,C17orf97,protein_coding
78146353,78166177,52.25,C17orf99,protein_coding
35972625,35979286,41.17,C18orf21,protein_coding
54357906,54385218,34.78,C18orf54,protein_coding
29698937,29715789,50.44,C19orf12,protein_coding
57958437,57974534,45.79,C19orf18,protein_coding
10836575,10869790,49.77,C19orf38,protein_coding
40740856,40751553,54.97,C19orf54,protein_coding
7156934,7248616,37.34,C1GALT1,protein_coding
169662007,169854080,39.22,C1orf112,protein_coding
207018522,207032756,47.45,C1orf116,protein_coding
37806979,37809454,63.25,C1orf122,protein_coding
231223763,231241187,43.50,C1orf131,protein_coding
230837119,230869589,47.80,C1orf198,protein_coding
228100726,228105411,60.86,C1orf35,protein_coding
42767249,42779491,43.46,C1orf50,protein_coding
85249953,85259672,39.66,C1orf52,protein_coding
209779208,209784559,44.56,C1orf74,protein_coding
49332409,49337188,59.48,C1QL4,protein_coding
79022814,79049788,54.12,C1QTNF1,protein_coding
37180166,37199385,50.65,C1QTNF6,protein_coding
24307166,24322535,47.14,C1QTNF9,protein_coding
23891099,23897502,47.28,C1QTNF9B,protein_coding
7080214,7091771,51.45,C1R,protein_coding
7080214,7092540,51.55,C1R,protein_coding
7088818,7108469,49.05,C1RL,protein_coding
7089587,7109238,49.05,C1RL,protein_coding
60055853,60072956,47.37,C20orf197,lncRNA
270863,290778,48.38,C20orf96,protein_coding
46300181,46323875,52.19,C21orf58,protein_coding
23764087,23765861,58.20,C22orf15,protein_coding
23762990,23765863,59.22,C22orf15,protein_coding
19351368,19447711,46.97,C22orf39,protein_coding
119102198,119118544,52.40,C2CD2L,protein_coding
62066977,62070917,52.12,C2CD4A,protein_coding
131647990,131767404,40.75,C2orf27A,lncRNA
70149885,70248615,43.21,C2orf42,protein_coding
105337532,105349211,38.20,C2orf49,protein_coding
11133128,11151317,47.38,C2orf50,protein_coding
85605254,85612066,49.38,C2orf68,protein_coding
74414176,74421619,53.24,C2orf81,protein_coding
189879609,190203484,37.45,C2orf88,protein_coding
62319015,62336213,35.60,C3orf14,protein_coding
155762617,155806278,40.69,C3orf33,protein_coding
37381062,37440186,42.50,C3orf35,lncRNA
112086335,112131004,42.44,C3orf52,protein_coding
112086335,112131004,42.44,C3orf52,protein_coding
49268596,49277232,47.93,C3orf62,protein_coding
185076838,185153060,39.96,C3orf70,protein_coding
207104233,207144972,39.23,C4BPA,protein_coding
158666675,158672255,41.10,C4orf46,protein_coding
120952335,121050275,38.09,C5,protein_coding
134845680,134859735,41.92,C5orf24,protein_coding
170232447,170252575,40.02,C5orf58,protein_coding
61610424,61793401,42.49,C5orf64,lncRNA
49550646,49561907,42.77,C6orf141,protein_coding
4079209,4130951,41.69,C6orf201,transcribed_unitary_pseudogene
42890265,42890821,59.43,C6orf226,protein_coding
24704861,24719998,39.06,C6orf62,protein_coding
36871870,36928964,42.84,C6orf89,protein_coding
6590021,6608726,53.10,C7orf26,protein_coding
22599599,22604150,60.59,C8orf58,protein_coding
144525733,144529132,67.88,C8orf82,protein_coding
135495181,135501734,57.16,C9orf116,protein_coding
85327608,85379014,37.14,CA1,protein_coding
63321378,63381846,48.38,CA12,protein_coding
150257251,150265078,50.69,CA14,protein_coding
85463968,85481493,38.44,CA2,protein_coding
85373436,85449040,38.15,CA3,protein_coding
60185412,60281400,39.03,CA8,protein_coding
26840685,26892803,37.23,CAAP1,protein_coding
230712842,230821075,40.78,CAB39,protein_coding
49308650,49444064,38.37,CAB39L,protein_coding
24065455,24065991,67.78,CABIN1,lncRNA
24011192,24178628,50.24,CABIN1,protein_coding
23134564,23260470,48.32,CABLES1,protein_coding
62388632,62407285,59.62,CABLES2,protein_coding
48029383,48044079,46.77,CABP5,protein_coding
24138987,24161600,43.33,CABYR,protein_coding
64470129,64693058,40.03,CACHD1,protein_coding
13206442,13633025,47.43,CACNA1A,protein_coding
53328963,53813733,43.72,CACNA1D,protein_coding
49205063,49233371,52.86,CACNA1F,protein_coding
1153106,1221771,65.12,CACNA1H,protein_coding
54122547,55074557,42.18,CACNA2D3,protein_coding
39173453,39197703,54.39,CACNB1,protein_coding
48813794,48828941,57.60,CACNB3,protein_coding
67044554,67056797,50.38,CACNG1,protein_coding
36560857,36703752,47.76,CACNG2,protein_coding
66835117,66894751,47.33,CACNG5,protein_coding
3610645,3626815,61.59,CACTIN,protein_coding
27217369,27243943,51.18,CAD,protein_coding
115169218,115504957,38.54,CADM1,protein_coding
122318411,122886759,36.56,CADPS2,protein_coding
7326656,7389742,41.26,CAGE1,protein_coding
53708517,53727745,49.20,CALCOCO1,protein_coding
134744252,134970729,40.05,CALD1,protein_coding
103446786,103452402,55.67,CALHM2,protein_coding
90396502,90408268,47.08,CALM1,protein_coding
68190705,68206079,50.67,CALML4,protein_coding
44217150,44334577,55.17,CAMK2B,protein_coding
73812501,73874591,51.65,CAMK2G,protein_coding
3860315,3894891,57.17,CAMKK1,protein_coding
121237675,121298308,50.83,CAMKK2,protein_coding
135808487,135907546,47.03,CAMSAP1,protein_coding
200739558,200860704,37.69,CAMSAP2,protein_coding
6785454,7769706,48.00,CAMTA1,protein_coding
40040233,40072649,43.27,CAP1,protein_coding
17393505,17557790,42.30,CAP2,protein_coding
85394753,85418432,51.32,CAPG,protein_coding
30722771,30820542,45.57,CAPN13,protein_coding
223701593,223776018,48.73,CAPN2,protein_coding
42359498,42412949,46.78,CAPN3,protein_coding
77066961,77126155,55.95,CAPN5,protein_coding
15206152,15252916,37.11,CAPN7,protein_coding
223538007,223665723,46.64,CAPN8,protein_coding
230747384,230802003,47.85,CAPN9,protein_coding
5912339,5916211,59.90,CAPS,protein_coding
75275979,75390928,35.15,CAPS2,protein_coding
35904288,35938779,41.69,CAPSL,protein_coding
112619805,112671616,40.14,CAPZA1,protein_coding
116811070,116922049,38.99,CAPZA2,protein_coding
37490362,37519542,57.09,CARD10,protein_coding
105041326,105101431,37.44,CARD16,transcribed_unprocessed_pseudogene
48180770,48255946,44.39,CARD8,protein_coding
75500261,75515537,61.14,CASKIN2,protein_coding
201182898,201229406,42.31,CASP10,protein_coding
15049480,15058293,47.66,CASP14,protein_coding
184627696,184649509,40.48,CASP3,protein_coding
104942866,104969366,37.67,CASP4,protein_coding
113679162,113730907,42.96,CASP7,protein_coding
201233443,201287711,43.90,CASP8,protein_coding
15490832,15526534,48.70,CASP9,protein_coding
56412112,56460387,45.22,CASS4,protein_coding
10636604,10796650,56.73,CASZ1,protein_coding
34438934,34472060,40.59,CAT,protein_coding
43628503,43668118,43.72,CATSPER2,protein_coding
38335775,38370943,53.10,CATSPERG,protein_coding
116524994,116561179,41.69,CAV1,protein_coding
116287380,116508541,37.86,CAV2,protein_coding
88874858,88977207,60.67,CBFA2T3,protein_coding
119206298,119313926,42.19,CBL,protein_coding
44777869,44800652,53.48,CBLC,protein_coding
107743949,107761667,36.19,CBLL1,protein_coding
72536680,72638521,38.33,CBLN2,protein_coding
24426545,24430954,60.63,CBLN3,protein_coding
36069941,36073166,50.62,CBR1,protein_coding
36135079,36146562,48.40,CBR3,protein_coding
121038,179147,36.26,CBWD1,protein_coding
41131306,41199261,36.14,CBWD6,protein_coding
26201162,26213607,41.37,CBX3,protein_coding
38861422,38872249,58.27,CBX6,protein_coding
38656636,38673854,47.17,CBY1,protein_coding
68721012,68792377,41.75,CCAR1,protein_coding
57512181,57536571,56.03,CCDC102A,protein_coding
44899142,44905390,52.63,CCDC103,protein_coding
35658290,35661511,52.82,CCDC107,protein_coding
115267190,115296693,36.07,CCDC112,protein_coding
130337933,130342699,50.56,CCDC115,protein_coding
28772674,28789301,44.33,CCDC117,protein_coding
42705756,42773253,47.17,CCDC13,protein_coding
13731760,13763296,50.36,CCDC130,protein_coding
128790757,128822132,48.94,CCDC136,protein_coding
81666737,81673904,57.05,CCDC137,protein_coding
123897305,123961408,36.30,CCDC14,protein_coding
18537800,18625617,38.34,CCDC144B,transcribed_unprocessed_pseudogene
158171073,158456753,37.91,CCDC148,protein_coding
24806117,24980204,43.48,CCDC149,protein_coding
124954121,125041489,37.57,CCDC15,protein_coding
42756818,42802439,35.71,CCDC152,protein_coding
119189638,119196769,50.84,CCDC153,protein_coding
30356635,30378673,54.68,CCDC157,protein_coding
37482938,37499893,52.28,CCDC167,protein_coding
45620044,45624057,58.10,CCDC17,protein_coding
151494017,151621193,40.85,CCDC170,protein_coding
93179919,93278730,36.98,CCDC18,protein_coding
49235470,49250520,53.55,CCDC22,protein_coding
27733316,27772653,40.07,CCDC25,protein_coding
32200595,32205453,55.01,CCDC28B,protein_coding
42463221,42657190,39.35,CCDC30,protein_coding
80036632,80100613,50.67,CCDC40,protein_coding
44673069,44689779,39.85,CCDC43,protein_coding
191329085,191398659,36.59,CCDC50,protein_coding
48432164,48440456,51.92,CCDC51,protein_coding
45995461,46021318,52.56,CCDC61,protein_coding
54901509,54959461,39.73,CCDC68,protein_coding
106654360,106661158,40.48,CCDC71L,protein_coding
131527675,131533666,61.50,CCDC74A,protein_coding
96349241,96389956,35.06,CCDC82,protein_coding
56183990,56386172,38.51,CCDC85A,protein_coding
65890673,65891635,71.65,CCDC85B,protein_coding
99500190,99604207,56.10,CCDC85C,protein_coding
91271323,91417844,51.25,CCDC88C,protein_coding
83259097,83286407,37.59,CCDC90B,protein_coding
28133249,28581511,35.52,CCDC91,protein_coding
123918723,123946006,50.40,CCDC92,protein_coding
123918660,123972831,47.49,CCDC92,protein_coding
117915478,118014133,42.78,CCDC93,protein_coding
41310172,41324873,53.54,CCDC97,protein_coding
43376645,43412391,41.26,CCL28,protein_coding
35871491,35880793,46.00,CCL5,protein_coding
35871491,35880793,46.00,CCL5,protein_coding
44999475,45076469,46.33,CCM2,protein_coding
121816444,121823883,39.34,CCNA2,protein_coding
69167135,69178245,43.43,CCNB1,protein_coding
59105126,59125045,42.59,CCNB2,protein_coding
50202713,50351914,39.21,CCNB3,protein_coding
69641156,69654474,58.63,CCND1,protein_coding
41934934,42050357,47.06,CCND3,protein_coding
43185118,43197177,40.90,CCNDBP1,protein_coding
29811991,29824312,47.23,CCNE1,protein_coding
163437569,163446151,37.50,CCNG1,protein_coding
77157207,77433388,43.18,CCNG2,protein_coding
132747426,132754403,49.81,CCNI2,protein_coding
160249083,160345396,46.72,CCNJL,protein_coding
99481169,99535044,50.14,CCNK,protein_coding
157146508,157160760,37.30,CCNL1,protein_coding
48688458,48716998,40.95,CCNT1,protein_coding
35247025,35572669,43.24,CCNY,protein_coding
207711540,207761839,41.55,CCNYL1,protein_coding
19523811,19553408,37.85,CCP110,protein_coding
55340032,55408510,40.36,CCPG1,protein_coding
46407166,46412997,45.42,CCRL2,protein_coding
61868085,61888671,40.97,CCT4,protein_coding
65751142,65763354,40.94,CCT6P1,transcribed_unprocessed_pseudogene
73233420,73253021,46.07,CCT7,protein_coding
29055805,29073797,38.32,CCT8,protein_coding
117001750,117036552,42.65,CD101,protein_coding
73695785,73828316,38.58,CD109,protein_coding
832887,839831,63.31,CD151,protein_coding
112921205,112975103,35.84,CD200R1,protein_coding
112815709,112846856,39.50,CD200R1L,protein_coding
69831158,69961803,39.64,CD226,protein_coding
106969831,106975627,50.84,CD24,protein_coding
160830160,160862887,43.81,CD244,protein_coding
6439001,6451567,49.50,CD27-AS1,lncRNA
5450503,5470566,38.15,CD274,protein_coding
203706475,203738912,40.00,CD28,protein_coding
30350773,30355308,57.83,CD2BP2,protein_coding
159768628,159798255,38.73,CD302,protein_coding
8302127,8308358,58.36,CD320,protein_coding
51225064,51243860,43.84,CD33,protein_coding
80369575,80679277,36.03,CD36,protein_coding
6786858,6820799,48.56,CD4,protein_coding
46118278,46129863,49.19,CD40,protein_coding
136648158,136660390,41.63,CD40LG,protein_coding
35138882,35232402,41.56,CD44,protein_coding
108043091,108091862,37.38,CD47,protein_coding
116514534,116571039,41.62,CD58,protein_coding
33703010,33736479,43.12,CD59,protein_coding
60971680,61020377,49.93,CD6,protein_coding
55725323,55729707,59.18,CD63,protein_coding
9752486,9760901,35.34,CD69,protein_coding
160541095,160579516,41.60,CD84,protein_coding
6199715,6238271,51.04,CD9,protein_coding
49247925,49293485,38.43,CDADC1,protein_coding
100345001,100520277,38.39,CDC14A,protein_coding
96490241,96619843,42.85,CDC14B,protein_coding
43358981,43363203,52.17,CDC20,protein_coding
138187650,138213343,41.22,CDC23,protein_coding
48157146,48188417,45.04,CDC25A,protein_coding
3786772,3806121,53.03,CDC25B,protein_coding
