Geneid	Br7_1_SG
ENO2	103
ATN1	1
RNU7-1	7
C12orf57	85
PTPN6	85
MIR200C	0
MIR141	0
PHB2	133
SCARNA12	0
EMG1	25
LPCAT3	82
C1S	0
C1R	0
C1R-2	0
C1RL	0
C1RL-AS1	0
RBP5	0
CLSTN3	3
LOC101927850	0
PEX5	90
ACSM4	0
LOC101927882	0
CD163L1	0
CD163	310
APOBEC1	0
GDF3	0
DPPA3	0
CLEC4C	0
NANOGNB	0
NANOG	0
SLC2A14	0
SLC2A3	86
FOXJ2	17
C3AR1	85
NECAP1	7
CLEC4A	36
POU5F1P3	0
ZNF705A	0
FAM66C	0
FAM90A1	0
LOC101060060	0
FAM86FP	0
RP11-266K4.9	0
LINC00937	0
CLEC6A	0
CLEC4D	7
CLEC4E	53
AICDA	0
MFAP5	0
RIMKLB	7
A2ML1	0
PHC1	21
M6PR	223
KLRG1	6
LINC00612	0
A2M-AS1	0
A2M	2
PZP	0
A2MP1	0
MIR1244-1	0
LINC00987	1
LOC642846	0
LOC102723921	0
LOC101930452	0
LOC101928030	0
LOC728715	0
DDX12P	0
LOC102724702	0
OVOS	0
LOC102724747	0
KLRB1	0
LOC374443	38
LOC101928054	9
CLEC2D	13
CLECL1	0
CD69	0
KLRF1	0
CLEC2B	44
KLRF2	0
CLEC2A	3
LOC100506159	0
FLJ46363	0
CLEC12A	13
CLEC1B	0
CLEC12B	0
LOC102724020	0
CLEC9A	0
CLEC1A	0
CLEC7A	197
OLR1	57
TMEM52B	7
LOC102724029	0
GABARAPL1	98
KLRD1	2
RP11-277P12.20	0
KLRK1	1
KLRC4-KLRK1	1
KLRC4	0
KLRC3	0
KLRC2	0
KLRC1	0
LOC101060038	0
KLRAP1	0
MAGOHB	0
STYK1	0
YBX3	2
LOC101928162	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
TAS2R10	0
PRR4	0
PRH1-PRR4	3
PRH1	0
TAS2R13	0
PRH2	0
TAS2R14	0
TAS2R50	0
TAS2R20	27
TAS2R19	0
TAS2R31	0
TAS2R46	0
TAS2R43	0
TAS2R30	0
LOC100129361	10
TAS2R42	0
PRB3	0
PRB4	0
PRB1	0
PRB2	0
RP11-434C1.1	3
ETV6	158
LOC101928186	0
LOC102724106	5
BCL2L14	0
MIR1244-2	0
LRP6	9
MANSC1	54
LOH12CR2	0
LOH12CR1	2
DUSP16	49
CREBL2	38
GPR19	0
LOC101929220	4
CDKN1B	28
APOLD1	0
MIR613	0
DDX47	34
RPL13AP20	1
GPRC5A	112
MIR614	3
GPRC5D	0
HEBP1	19
RP11-392P7.6	0
HTR7P1	2
KIAA1467	1
GSG1	0
EMP1	1
C12orf36	0
GRIN2B	0
ATF7IP	19
PLBD1	287
LOC101928317	39
RP11-695J4.2	0
GUCY2C	4
HIST4H4	0
H2AFJ	121
WBP11	24
C12orf60	7
SMCO3	0
ART4	0
MGP	0
ERP27	0
ARHGDIB	473
PDE6H	0
RP11-508P1.2	0
RERG	0
RERG-AS1	0
PTPRO	19
EPS8	36
LOC102724146	0
STRAP	105
DERA	8
SLC15A5	0
LOC102724185	0
LOC101928362	0
MGST1	134
LMO3	0
LOC102724196	0
SKP1P2	31
LOC102724204	0
MIR3974	0
RERGL	3
PIK3C2G	22
PLCZ1	0
CAPZA3	0
LOC102724227	0
PLEKHA5	3
AEBP2	21
LOC101928387	0
RP11-664H17.1	0
LOC102724247	0
PDE3A	18
SLCO1C1	0
SLCO1B3	0
SLCO1B7	0
SLCO1B1	0
SLCO1A2	0
IAPP	0
PYROXD1	16
RECQL	34
GOLT1B	90
C12orf39	0
GYS2	2
LDHB	70
LOC102724261	0
KCNJ8	0
ABCC9	0
LOC102724274	0
CMAS	11
ST8SIA1	0
LOC101928412	0
C2CD5	51
ETNK1	192
RP11-153K16.1	0
SOX5	11
MIR920	0
RP11-778H2.1	0
LINC00477	0
BCAT1	65
LOC102724371	3
C12orf77	0
LOC645177	0
LRMP	40
CASC1	0
LYRM5	0
KRAS	154
IFLTD1	0
MIR4302	0
RASSF8-AS1	0
RASSF8	38
BHLHE41	0
SSPN	0
LOC101928554	0
ITPR2	9
ASUN	1
FGFR1OP2	17
TM7SF3	0
MED21	0
LOC101928625	0
C12orf71	0
LOC729222	0
STK38L	0
ARNTL2	0
RP11-165P7.1	0
SMCO2	0
PPFIBP1	228
REP15	6
MRPS35	83
MANSC4	0
KLHL42	5
PTHLH	0
LOC729291	1
CCDC91	15
LOC101928705	0
LOC101928735	0
FAR2	6
RP11-996F15.2	0
ERGIC2	53
OVCH1-AS1	0
LOC101928800	0
OVCH1	1
TMTC1	0
IPO8	9
CAPRIN2	0
LOC645485	0
LINC00941	0
TSPAN11	0
DDX11-AS1	0
DDX11	1
OVOS2	0
FAM60A	0
FLJ13224	0
LOC101929027	0
LOC102724561	0
DENND5B	21
DENND5B-AS1	0
METTL20	5
AMN1	1
LOC102724599	2
LOC102724590	0
H3F3C	15
KIAA1551	6
LOC102724618	0
BICD1	41
FGD4	19
DNM1L	21
YARS2	37
PKP2	6
SYT10	0
ALG10	3
LOC102724629	0
ALG10B	8
CPNE8	16
KIF21A	37
LOC101927019	1
ABCD2	0
C12orf40	0
SLC2A13	0
LOC101930164	0
LRRK2	44
MUC19	4
CNTN1	0
PDZRN4	0
LOC101927038	0
GXYLT1	0
YAF2	3
ZCRB1	49
MIR7851	0
PPHLN1	75
PRICKLE1	0
LOC102723735	0
RP11-609L23.1	0
ADAMTS20	2
PUS7L	12
IRAK4	100
TWF1	22
TMEM117	0
NELL2	0
DBX2	0
RACGAP1P	0
PLEKHA8P1	1
ANO6	204
LINC00938	32
ARID2	38
SCAF11	247
SLC38A1	56
SLC38A2	194
LOC102723757	2
RP11-96H19.1	0
SLC38A4	0
AMIGO2	0
LOC102724147	2
PCED1B	2
MIR4698	0
PCED1B-AS1	13
LOC101927116	0
MIR4494	0
LOC101927135	0
RPAP3	10
ENDOU	0
RAPGEF3	0
SLC48A1	2
HDAC7	15
VDR	65
TMEM106C	147
COL2A1	0
LOC728114	0
SENP1	0
LOC101927180	1
PFKM	72
MIR6505	0
ASB8	0
LOC102723858	0
C12orf68	0
OR10AD1	0
H1FNT	0
ZNF641	0
LOC102723866	0
ANP32D	0
C12orf54	0
OR8S1	3
LALBA	0
KANSL2	37
SNORA34	0
SNORA2A	0
SNORA2B	0
CCNT1	3
LINC00935	0
ADCY6	0
MIR4701	0
RP11-579D7.4	0
LOC102723881	0
LOC101927241	0
CACNB3	21
DDX23	37
RND1	4
CCDC65	0
FKBP11	18
ARF3	104
WNT10B	0
LOC102723907	0
WNT1	0
DDN	0
PRKAG1	19
KMT2D	6
RHEBL1	0
DHH	0
LMBR1L	0
TUBA1B	182
TUBA1A	1410
LOC102723916	0
TUBA1C	178
RP11-161H23.9	0
PRPH	0
TROAP	0
C1QL4	0
DNAJC22	0
SPATS2	0
LOC100335030	0
KCNH3	0
MCRS1	115
FAM186B	0
PRPF40B	1
FMNL3	3
TMBIM6	1360
NCKAP5L	28
BCDIN3D-AS1	0
BCDIN3D	0
FAIM2	0
RP11-70F11.11	0
RP11-70F11.8	0
LOC102723941	0
AQP2	0
LOC101927318	0
AQP5	0
AQP6	0
LOC102723963	0
RACGAP1	0
ASIC1	0
SMARCD1	0
GPD1	0
COX14	70
CERS5	73
LOC101927340	0
LIMA1	56
MIR1293	0
FAM186A	10
LARP4	9
DIP2B	0
ATF1	16
TMPRSS12	0
METTL7A	33
HIGD1C	0
SLC11A2	54
LETMD1	42
CSRNP2	52
TFCP2	44
POU6F1	7
DAZAP2	710
SMAGP	61
LOC102723983	0
BIN2	112
CELA1	0
GALNT6	55
SLC4A8	4
SCN8A	33
FIGNL2	0
ANKRD33	0
ACVRL1	1
ACVR1B	19
GRASP	0
LOC102723998	0
NR4A1	94
C12orf44	24
KRT80	240
C12orf80	0
LINC00592	2
KRT7	284
KRT86	0
KRT81	9
KRT83	0
KRT85	0
KRT84	0
KRT82	0
KRT75	0
KRT6B	0
KRT6C	0
KRT6A	0
KRT5	0
KRT71	0
KRT74	0
KRT72	0
KRT73	0
KRT73-AS1	0
KRT2	0
KRT1	1
KRT77	0
KRT76	0
KRT3	0
KRT4	0
KRT79	0
KRT78	0
KRT8	1865
KRT18	1228
EIF4B	237
RP11-983P16.4	28
TENC1	0
MIR6757	0
SPRYD3	4
IGFBP6	0
SOAT2	0
CSAD	29
ZNF740	0
ITGB7	0
RARG	0
MFSD5	0
ESPL1	0
PFDN5	321
C12orf10	17
AAAS	0
SP7	0
SP1	0
AMHR2	0
PRR13	73
PCBP2	167
PCBP2-OT1	3
MAP3K12	60
TARBP2	36
NPFF	0
ATF7	50
RP11-793H13.3	6
ATP5G2	352
CALCOCO1	4
CISTR	0
HOXC13-AS	0
HOXC13	0
HOXC12	0
HOTAIR	0
HOXC11	0
HOXC-AS3	0
HOXC10	0
MIR196A2	0
HOXC-AS2	0
HOXC-AS1	0
HOXC9	0
HOXC8	0
HOXC5	4
HOXC6	2
HOXC4	2
MIR615	0
FLJ12825	0
LOC100240735	0
LOC100240734	0
LOC400043	28
LOC102724030	0
SMUG1	65
CBX5	26
MIR3198-2	0
HNRNPA1	140
NFE2	0
COPZ1	173
MIR148B	0
GPR84	0
ZNF385A	88
ITGA5	241
LOC102724050	0
GTSF1	0
NCKAP1L	139
PDE1B	14
PPP1R1A	0
GLYCAM1	0
LACRT	0
DCD	0
MUCL1	1
TESPA1	0
NEUROD4	0
LOC101927484	0
OR9K2	0
OR10A7	0
OR6C74	0
OR6C6	0
OR6C1	0
OR6C3	0
OR6C75	0
OR6C65	0
OR6C76	0
LOC102724074	0
OR6C2	0
OR6C70	0
OR6C68	0
OR6C4	0
OR2AP1	0
OR10P1	0
METTL7B	0
ITGA7	0
BLOC1S1-RDH5	30
BLOC1S1	44
RDH5	0
CD63	983
GDF11	33
SARNP	57
ORMDL2	34
DNAJC14	44
TMEM198B	2
MMP19	2
LOC102724095	0
WIBG	0
LOC102724112	1
DGKA	74
PMEL	0
CDK2	2
RAB5B	33
SUOX	5
IKZF4	0
RPS26	7
ERBB3	118
PA2G4	68
RPL41	22
ZC3H10	0
ESYT1	89
MYL6B	0
MYL6	1011
SMARCC2	83
TRNAS11	0
RNF41	56
NABP2	27
SLC39A5	0
ANKRD52	0
COQ10A	0
CS	26
LOC102724133	7
CNPY2	76
PAN2	10
IL23A	0
STAT2	59
APOF	0
TIMELESS	0
MIP	0
SPRYD4	31
GLS2	0
RBMS2	57
BAZ2A	211
ATP5B	758
SNORD59B	0
SNORD59A	0
PTGES3	106
NACA	444
PRIM1	0
HSD17B6	0
SDR9C7	0
RDH16	0
GPR182	0
HBCBP	0
ZBTB39	29
TAC3	0
MYO1A	0
TMEM194A	0
NAB2	0
STAT6	100
LRP1	294
MIR1228	0
NXPH4	0
SHMT2	78
NDUFA4L2	0
STAC3	27
R3HDM2	87
LOC102724177	3
LOC102724160	0
INHBC	0
INHBE	0
GLI1	0
ARHGAP9	135
MARS	145
MIR6758	2
DDIT3	60
MIR616	0
MBD6	15
DCTN2	81
KIF5A	0
PIP4K2C	57
DTX3	5
ARHGEF25	0
LOC101927583	0
SLC26A10	0
B4GALNT1	0
OS9	223
AGAP2	0
AGAP2-AS1	0
TSPAN31	95
CDK4	98
MIR6759	0
MARCH9	46
CYP27B1	0
METTL1	30
METTL21B	3
TSFM	25
AVIL	1
CTDSP2	121
MIR26A2	0
RP11-620J15.2	0
LOC102724211	0
LOC101927608	0
RP11-620J15.3	0
XRCC6BP1	5
RP11-767I20.1	0
LOC100506869	0
LRIG3	0
SLC16A7	1
LOC100996696	0
FAM19A2	0
LOC102724280	0
USP15	150
MIR6125	2
MON2	61
LOC102724318	0
LOC101927719	0
C12orf61	23
MIRLET7I	1
PPM1H	26
LOC102724337	0
AVPR1A	0
DPY19L2	0
TMEM5	0
SRGAP1	12
C12orf66	0
C12orf56	0
XPOT	9
TBK1	18
RASSF3	69
MIR548Z	11
MIR548C	11
GNS	258
TBC1D30	34
FLJ41278	16
WIF1	0
LEMD3	7
MSRB3	2
RP11-230G5.2	0
RPSAP52	0
HMGA2	0
LOC100129940	3
LOC101927810	0
MIR6074	0
LLPH	18
TMBIM4	201
IRAK3	30
MIR6502	0
HELB	27
GRIP1	0
LOC102724421	0
CAND1	80
LOC102724433	0
RP11-542B15.1	0
DYRK2	11
RP11-43N5.1	0
LOC101927922	0
IFNG-AS1	0
IFNG	0
IL26	0
IL22	0
MDM1	20
LOC100507195	0
RP11-81H14.2	0
RAP1B	35
SNORA70G	1
RP11-637A17.2	0
NUP107	56
SLC35E3	2
LOC100130075	0
MDM2	146
CPM	26
CPSF6	135
MIR1279	0
LYZ	10256
YEATS4	3
FRS2	31
MIR3913-1	1
MIR3913-2	1
CCT2	196
LRRC10	0
BEST3	12
RP11-588G21.2	0
RAB3IP	17
MYRFL	0
LOC101928062	0
CNOT2	58
KCNMB4	0
PTPRB	0
PTPRR	0
TSPAN8	0
LGR5	0
ZFC3H1	47
THAP2	31
TMEM19	38
RAB21	10
TBC1D15	16
MRS2P2	0
TPH2	0
TRHDE-AS1	0
TRHDE	0
RP11-314D7.2	0
RP11-81H3.2	0
ATXN7L3B	76
KCNC2	29
LOC101928157	0
CAPS2	2
GLIPR1L1	0
GLIPR1L2	2
GLIPR1	286
KRR1	136
PHLDA1	193
NAP1L1	106
BBS10	0
OSBPL8	153
ZDHHC17	3
CSRP2	0
E2F7	7
NAV3	3
LOC101928207	0
SYT1	54
MIR1252	0
PAWR	2
PPP1R12A	145
LOC101928367	0
OTOGL	3
PTPRQ	0
MYF6	0
MYF5	0
RP11-540D4.3	0
LIN7A	4
MIR617	0
MIR618	0
ACSS3	0
MIR4699	0
PPFIA2	9
LOC102724663	0
RP11-362A1.1	0
CCDC59	22
METTL25	40
TMTC2	0
SLC6A15	0
LOC102724680	0
TSPAN19	0
LRRIQ1	4
ALX1	0
RASSF9	0
LOC102724721	0
NTS	0
MGAT4C	0
LOC102724735	0
MKRN9P	0
C12orf50	4
C12orf29	5
CEP290	0
TMTC3	60
KITLG	0
RP11-13A1.1	0
DUSP6	1334
POC1B	3
POC1B-GALNT4	28
GALNT4	28
LOC102724782	0
LOC102724811	11
ATP2B1	152
LINC00936	462
LOC102724834	0
LINC00615	0
CCER1	0
EPYC	0
KERA	0
LUM	0
DCN	0
LOC101928584	1
C12orf79	10
BTG1	466
LOC101928617	12
CLLU1OS	0
CLLU1	1
LOC100507616	4
C12orf74	0
PLEKHG7	0
EEA1	8
RP11-486A14.2	0
LOC102724901	0
LOC102724933	0
NUDT4	12
LOC102724944	0
UBE2N	95
MRPL42	32
SOCS2-AS1	0
SOCS2	0
CRADD	34
RP11-887P2.5	0
PLXNC1	69
CCDC41	1
CCDC41-AS1	0
LOC102724960	0
MIR5700	0
TMCC3	1
MIR7844	0
MIR492	0
KRT19P2	0
NDUFA12	28
NR2C1	36
FGD6	82
VEZT	153
MIR331	0
MIR3685	0
LOC101928779	0
METAP2	3
USP44	0
PGAM1P5	0
NTN4	17
SNRPF	86
CCDC38	0
AMDHD1	1
HAL	14
LOC102723340	0
LTA4H	341
LOC101928830	3
TRNAD12	0
ELK3	26
CDK17	128
C12orf55	0
NEDD1	5
LOC101928912	0
RMST	4
MIR1251	0
MIR135A2	0
LOC643711	0
RNU6-36P	0
MIR4495	0
MIR4303	0
SLC9A7P1	0
LOC643770	4
TRNAD10	0
TRNAW5	0
TMPO-AS1	0
TMPO	1
SLC25A3	526
SNORA53	0
IKBIP	30
APAF1	32
ANKS1B	10
RP11-406H4.1	0
FAM71C	0
UHRF1BP1L	68
GOLGA2P5	47
MIR1827	0
ACTR6	0
DEPDC4	1
SCYL2	67
SLC17A8	1
NR1H4	0
GAS2L3	0
ANO4	0
SLC5A8	0
UTP20	0
ARL1	112
SPIC	0
MYBPC1	0
CHPT1	0
SYCP3	0
LOC101928981	0
GNPTAB	18
LOC101929005	0
DRAM1	146
CCDC53	64
NUP37	0
PARPBP	0
PMCH	0
IGF1	10
LINC00485	0
PAH	0
LOC101929036	0
ASCL1	0
LOC101929058	0
C12orf42	0
RP11-626I20.3	0
STAB2	0
LOC101930305	0
NT5DC3	132
LOC102723501	0
GNN	0
HSP90B1	387
MIR3652	29
C12orf73	19
TDG	12
GLT8D2	0
HCFC2	14
NFYB	3
TXNRD1	43
EID3	16
CHST11	7
MIR3922	0
SLC41A2	15
C12orf45	0
ALDH1L2	0
KIAA1033	45
APPL2	2
C12orf75	0
CASC18	0
NUAK1	0
CKAP4	166
LOC101929132	3
TCP11L2	0
POLR3B	0
LOC100287944	1
RFX4	0
RP11-482D24.2	0
RIC8B	28
LOC102723527	0
C12orf23	55
MTERFD3	0
CRY1	63
BTBD11	0
PWP1	165
PRDM4	10
RP11-864J10.4	3
ASCL4	0
LOC101929187	0
LOC728739	0
WSCD2	0
CMKLR1	0
LOC102723562	0
FICD	0
SART3	0
ISCU	22
TMEM119	0
SELPLG	100
MIR4496	0
CORO1C	170
SSH1	48
LOC101929204	0
MIR619	0
DAO	0
SVOP	0
USP30	0
USP30-AS1	0
ALKBH2	29
UNG	0
ACACB	45
FOXN4	0
RP11-256L11.1	0
MYO1H	0
KCTD10	49
UBE3B	10
MMAB	9
MVK	0
FAM222A	0
FAM222A-AS1	2
TRPV4	0
MIR4497	0
GLTP	89
TCHP	0
GIT2	51
ANKRD13A	37
C12orf76	2
IFT81	0
ATP2A2	158
ANAPC7	0
ARPC3	330
GPN3	97
FAM216A	0
VPS29	207
RAD9B	11
PPTC7	31
TCTN1	4
HVCN1	29
PPP1CC	191
CCDC63	0
MYL2	0
LOC100131138	0
CUX2	0
MIR6760	0
FAM109A	21
SH2B3	115
ATXN2	10
LOC102723619	0
BRAP	0
ACAD10	13
ALDH2	66
MIR6761	0
MAPKAPK5-AS1	0
MAPKAPK5	0
ADAM1A	0
TMEM116	0
ERP29	272
NAA25	56
MIR3657	0
TRAFD1	47
HECTD4	10
MIR6861	0
RPL6	112
PTPN11	94
MIR1302-1	0
RPH3A	0
OAS1	177
OAS3	0
OAS2	61
LOC100506734	0
DTX1	0
RASAL1	2
CCDC42B	15
DDX54	96
MIR7106	0
RITA1	0
IQCD	0
TPCN1	23
MIR6762	0
SLC8B1	0
PLBD2	38
SDS	0
SDSL	9
LHX5	0
RP11-438N16.1	0
RBM19	27
TBX5	0
TBX5-AS1	0
TBX3	176
LOC102723639	0
LOC101928199	0
LOC101928225	0
MED13L	64
MIR620	0
MIR4472-2	0
LINC00173	0
MAP1LC3B2	46
C12orf49	17
RNFT2	0
HRK	0
FBXW8	0
RP11-231I16.1	0
TESC	47
LOC101928244	0
FBXO21	47
NOS1	10
KSR2	2
RFC5	0
WSB2	59
VSIG10	3
LOC101928274	0
PEBP1	85
TAOK3	315
SUDS3	75
SRRM4	0
LOC102723712	0
HSPB8	0
LINC00934	6
CCDC60	0
TMEM233	0
PRKAB1	0
CIT	0
MIR1178	0
LOC102723723	0
CCDC64	11
RAB35	55
LOC101928498	0
GCN1L1	6
MIR4498	0
RPLP0	506
PXN-AS1	5
PXN	86
RNU4-2	5
SIRT4	3
RNU4-1	2
PLA2G1B	0
MSI1	0
COX6A1	40
TRIAP1	66
GATC	98
SRSF9	73
DYNLL1	92
DYNLL1-AS1	37
COQ5	0
RNF10	37
POP5	26
LOC101928300	1
CABP1	0
MLEC	93
UNC119B	0
MIR4700	0
ACADS	41
SPPL3	32
HNF1A-AS1	0
HNF1A	0
C12orf43	12
OASL	34
P2RX7	58
P2RX4	95
CAMKK2	134
ANAPC5	109
RNF34	13
KDM2B	38
MIR7107	0
LOC101928346	0
ORAI1	28
MORN3	0
TMEM120B	0
RHOF	0
LINC01089	0
SETD1B	4
HPD	0
PSMD9	161
WDR66	0
BCL7A	6
LOC100506691	0
MLXIP	15
LRRC43	0
IL31	0
B3GNT4	0
DIABLO	144
LOC101593348	0
VPS33A	50
CLIP1	182
RP11-450K4.1	0
ZCCHC8	39
RSRC2	41
KNTC1	7
HCAR2	18
HCAR3	136
HCAR1	0
DENR	51
CCDC62	0
HIP1R	44
VPS37B	193
ABCB9	0
OGFOD2	24
ARL6IP4	189
PITPNM2	48
MIR4304	0
RP11-197N18.7	0
MPHOSPH9	0
C12orf65	20
CDK2AP1	89
SBNO1	67
LOC100293704	0
MIR8072	1
SETD8	31
RILPL2	73
SNRNP35	5
LOC102723867	0
RILPL1	21
MIR3908	0
RP11-486O12.2	8
TMED2	486
DDX55	17
EIF2B1	39
GTF2H3	22
TCTN2	8
ATP6V0A2	18
DNAH10	0
CCDC92	0
LOC102723902	43
ZNF664	108
ZNF664-FAM101A	3
FAM101A	0
NCOR2	74
MIR6880	0
LOC101927436	0
SCARB1	0
UBC	1052
MIR5188	0
TRNAA23	0
TRNAD15	0
TRNAF2	0
TRNAD16	0
TRNAA32	0
DHX37	12
BRI3BP	0
AACS	0
TMEM132B	0
LINC00939	0
RP3-446N13.1	0
LOC101927491	0
LOC101927531	0
RP5-944M2.3	0
RP11-407A16.3	0
LINC00944	0
LINC00943	0
RP11-983C2.2	0
RP11-575F12.1	0
RP11-955H22.3	0
RP11-526P6.1	0
FLJ37505	0
LINC00507	0
RP13-653N12.1	0
RP13-653N12.2	0
MIR4419B	0
TMEM132C	0
MIR3612	0
SLC15A4	1
LOC100128276	0
GLT1D1	22
TMEM132D	0
RP11-669N7.2	0
RP11-669N7.3	0
LOC101927710	0
RP11-474D1.3	0
FZD10-AS1	0
FZD10	0
LOC101927786	0
PIWIL1	0
RIMBP2	0
LOC102724010	0
LOC102724399	0
STX2	50
RAN	312
GPR133	0
RP11-638F5.1	0
LOC100128002	0
RP13-507P19.2	0
LOC102724412	0
LOC101929974	0
LOC102724051	0
LOC100996701	0
SFSWAP	60
MMP17	0
ULK1	51
LOC102724075	0
PUS1	11
EP400	0
SNORA49	0
EP400NL	3
DDX51	3
NOC4L	35
LOC100996246	0
GALNT9	0
GALNT9-2	0
LOC100130238	0
RP13-895J2.7	0
LOC101928629	0
MUC8	0
FBRSL1	0
LOC100996573	0
MIR6763	0
LRCOL1	0
P2RX2	0
POLE	29
PXMP2	31
PGAM5	0
ANKLE2	81
LOC101928485	0
GOLGA3	144
CHFR	71
LOC101928530	0
ZNF605	2
ZNF26	0
RP11-386I8.6	0
ZNF84	0
ZNF140	2
ZNF891	0
ZNF10	0
ZNF268	30
ANHX	0
XRCC6BP1-2	0
RP11-620J15.3-2	0
LOC101927531-2	0
SLC5A8-2	0
ANO4-2	0
LOC100288778-2	0
FAM138D-2	0
IQSEC3-2	0
RP11-598F7.4-2	0
TAS2R7-2	0
TAS2R8-2	0
TAS2R9-2	0
TAS2R10-2	0
PRH1-PRR4-2	0
PRR4-2	0
PRH1-2	0
TAS2R13-2	0
PRH2-2	0
TAS2R14-2	0
TAS2R50-2	0
TAS2R20-2	0
TAS2R19-2	0
TAS2R31-2	0
TAS2R46-2	0
TAS2R43-2	0
TAS2R45	0
TAS2R30-2	0
LOC100129361-2	0
LOC101927786-2	0
PIWIL1-2	0
DNAH10-2	0
CCDC92-2	0
OVOS2-2	0
FAM60A-2	0
FLJ13224-2	0
PRB1-2	0
TAS2R7-3	0
TAS2R8-3	0
TAS2R9-3	0
TAS2R10-3	0
PRR4-3	0
PRH1-PRR4-3	0
PRH1-3	0
TAS2R13-3	0
PRH2-3	0
TAS2R14-3	0
TAS2R50-3	0
TAS2R20-3	0
TAS2R19-3	0
TAS2R31-3	0
TAS2R46-3	0
LOC101929789	0
TAS2R43-3	0
TAS2R30-3	0
LOC100129361-3	0
TAS2R42-2	0
PRB3-2	0
PRB4-2	0
PRB1-3	0
FAM230C	0
LOC101060157	0
LOC102724148	0
LINC00417	0
ANKRD20A9P	6
RNU6-55P	0
RNU6-76P	0
LINC00408	0
LINC00442	0
RNU6-52P	0
TUBA3C	0
LOC101928697	0
ANKRD26P3	0
LINC00421	0
TPTE2	0
MPHOSPH8	12
PSPC1	34
ZMYM5	28
LOC102724812	0
ZMYM2	10
GJA3	0
GJB2	0
GJB6	0
CRYL1	15
MIR4499	0
IFT88	9
IL17D	0
N6AMT2	0
XPO4	1
LINC00367	0
LATS2	2
SAP18	100
SKA3	0
MRP63	65
LOC101928764	0
MIPEPP3	0
LINC00539	0
LOC102724879	0
ZDHHC20	30
MICU2	41
RNU6-59P	0
FGF9	3
LINC00424	0
LINC00540	0
BASP1P1	0
SGCG	2
RNU6-58P	0
SACS	1
SACS-AS1	0
LINC00327	2
LOC101928839	0
TNFRSF19	0
MIPEP	0
C1QTNF9B-AS1	0
C1QTNF9B	0
ANKRD20A19P	0
SPATA13	39
MIR2276	0
SPATA13-AS1	8
C1QTNF9	0
PARP4	16
LOC101927375	0
TPTE2P6	0
ATP12A	0
LOC101928867	18
RNF17	0
CENPJ	0
LOC101928898	0
TPTE2P1	0
PABPC3	43
AMER2	0
LOC101928922	0
LOC102723318	0
MTMR6	88
NUPL1	9
ATP8A2	10
RNU6-78P	0
SHISA2	2
RNF6	0
LOC102724232	0
CDK8	0
WASF3	9
GPR12	0
USP12	2
USP12-AS2	0
LOC102723332	0
RPL21	1
SNORD102	0
SNORA27	0
RASL11A	0
GTF3A	31
MTIF3	39
RNU6-63P	0
LNX2	4
POLR1D	98
GSX1	0
PDX1-AS1	0
PDX1	0
ATP5EP2	26
CDX2	0
URAD	0
FLT3	0
PAN3-AS1	0
PAN3	70
RNU6-82P	0
FLT1	17
POMP	46
SLC46A3	2
RNU6-53P	0
MTUS2	1
MTUS2-AS1	0
SLC7A1	0
LOC102724249	0
LOC102723345	0
UBL3	31
LINC00297	0
LINC00572	0
LINC00544	0
LINC00384	0
KATNAL1	0
LOC102723381	0
RNU6-64P	0
LINC00426	0
LOC102723372	0
HMGB1	58
USPL1	1
TRNAN7	0
ALOX5AP	90
LINC00398	0
LINC00545	0
TEX26-AS1	0
MEDAG	0
TEX26	0
LOC102723392	0
HSPH1	68
B3GALTL	0
RXFP2	0
EEF1DP3	0
FRY-AS1	25
FRY	0
ZAR1L	0
BRCA2	4
N4BP2L1	0
N4BP2L2	118
MINOS1P1	0
N4BP2L2-IT2	0
PDS5B	6
LINC00423	0
LOC101927403	0
KL	0
STARD13	0
STARD13-AS	0
LOC102723425	0
LOC102723406	0
RFC3	0
LINC00457	0
NBEA	0
MAB21L1	0
LINC00445	0
DCLK1	5
SOHLH2	0
CCDC169-SOHLH2	0
LOC102723477	0
CCDC169	0
RNU6-71P	0
SPG20	22
SPG20OS	0
CCNA1	0
SERTM1	0
LOC102723490	0
RFXAP	0
SMAD9	48
ALG5	63
EXOSC8	3
SUPT20H	16
CSNK1A1L	2
LINC00547	0
POSTN	1
TRPC4	0
LOC101929077	0
LINC00571	0
UFM1	117
LOC101929121	0
LINC00366	0
FREM2	1
RNU6-56P	0
STOML3	0
PROSER1	22
NHLRC3	0
LHFP	0
COG6	0
MIR4305	0
LINC00332	0
LINC00548	0
LINC00598	1
FOXO1	15
MIR320D1	0
MRPS31	2
SLC25A15	8
TPTE2P5	14
MIR621	0
SUGT1P3	2
ELF1	86
TRNAE20	2
WBP4	24
MIR3168	0
KBTBD6	0
LOC101929140	0
KBTBD7	0
MTRF1	0
NAA16	23
RNU6-57P	0
OR7E37P	0
RGCC	50
VWA8	6
MIR5006	0
VWA8-AS1	0
DGKH	0
AKAP11	9
TNFSF11	0
FAM216B	0
EPSTI1	6
DNAJC15	2
ENOX1	0
CCDC122	0
LACC1	0
LINC00284	0
SMIM2-AS1	0
SMIM2	0
SMIM2-IT1	0
MIR8079	0
SERP2	0
LOC102723579	0
LINC01071	0
TSC22D1	16
TSC22D1-AS1	2
LINC00330	0
TRNAE7	0
NUFIP1	0
GPALPP1	0
LOC101929259	0
GTF2F2	15
