Geneid	Br7_7_12
HEATR5A	18
LOC101927124	0
DTD2	0
GPR33	0
NUBPL	1
ARHGAP5-AS1	0
ARHGAP5	141
RNU6-7	0
RNU6-8	4
AKAP6	0
NPAS3	0
EGLN3	18
LOC102724945	0
SPTSSA	57
LOC102724963	0
EAPP	44
LOC102723306	0
RNU1-27P	0
RNU1-28P	0
LOC102723319	0
SNX6	49
CFL2	7
BAZ1A	104
LOC100506157	0
LOC102723366	0
IGBP1P1	0
SRP54	174
FAM177A1	276
PPP2R3C	9
LOC101927178	8
KIAA0391	20
PSMA6	212
LOC102723388	1
NFKBIA	1057
INSM2	0
RALGAPA1	35
BRMS1L	19
LINC00609	0
PTCSC3	0
LOC101927199	0
LOC102723418	0
MBIP	1
SFTA3	0
NKX2-1	0
NKX2-1-AS1	0
NKX2-8	0
LOC102723434	0
LOC101927291	0
PAX9	0
SLC25A21	3
MIR4503	0
SLC25A21-AS1	2
MIPOL1	11
FOXA1	48
TTC6	0
SSTR1	0
CLEC14A	0
LOC102723503	0
LINC00639	4
LOC102723516	0
SEC23A	38
GEMIN2	0
TRAPPC6B	6
PNN	53
MIA2	36
CTAGE5	86
LOC100288846	5
FBXO33	37
LOC644919	0
LRFN5	0
FSCB	0
LOC101927351	0
LOC101927395	0
C14orf28	27
RP11-857B24.5	3
KLHL28	18
FAM179B	82
PRPF39	49
SNORD127	0
FKBP3	125
FANCM	0
MIS18BP1	14
LINC00871	0
RPL10L	0
MDGA2	0
MIR548Y	0
LINC00648	0
LOC101927483	0
RPS29	356
RN7SL1	1
LRR1	16
RPL36AL	277
MGAT2	19
DNAAF2	3
POLE2	0
KLHDC1	0
KLHDC2	35
NEMF	181
RN7SL2	9
ARF6	142
RP11-58E21.4	0
MIR6076	0
C14orf182	0
RP11-58E21.3	0
C14orf183	0
VCPKMT	0
SOS2	22
L2HGDH	57
MIR4504	0
ATP5S	62
CDKL1	8
MAP4K5	16
ATL1	19
SAV1	27
NIN	5
ABHD12B	0
PYGL	245
TRIM9	0
TMX1	5
LINC00640	0
FRMD6-AS2	0
FRMD6	23
FRMD6-AS1	0
RP11-280K24.4	0
GNG2	0
LOC102723604	0
C14orf166	124
NID2	0
PTGDR	0
PTGER2	0
TXNDC16	0
GPR137C	0
ERO1L	52
PSMC6	196
STYX	49
GNPNAT1	19
FERMT2	0
DDHD1	0
RP11-547D23.1	0
LOC102723621	0
MIR5580	0
BMP4	0
CDKN3	17
CNIH1	224
GMFB	4
CGRRF1	51
SAMD4A	120
LOC729451	0
GCH1	35
MIR4308	0
WDHD1	0
SOCS4	44
MAPK1IP1L	8
LGALS3	803
DLGAP5	0
FBXO34	90
ATG14	7
TBPL2	0
KTN1-AS1	0
KTN1	463
RPL13AP3	0
LINC00520	0
LOC102723670	0
LOC102723682	0
PELI2	16
LOC102723699	0
LOC101927690	0
TMEM260	6
OTX2	1
OTX2-AS1	0
EXOC5	109
AP5M1	63
NAA30	56
C14orf105	0
SLC35F4	0
C14orf37	0
ACTR10	80
TRNAK13	0
PSMA3	213
FLJ31306	46
ARID4A	102
TOMM20L	0
TIMM9	34
KIAA0586	29
DACT1	0
LOC102723725	0
LOC102723742	0
DAAM1	222
L3HYPDH	3
GPR135	0
JKAMP	174
CCDC175	0
RTN1	9
MIR5586	0
LRRC9	0
PCNXL4	0
DHRS7	418
LOC101927702	0
PPM1A	128
LOC101927729	0
C14orf39	0
SIX6	0
SIX1	0
SIX4	23
MNAT1	51
TRMT5	0
SLC38A6	0
LOC101927756	0
TMEM30B	7
PRKCH	20
RP11-47I22.2	2
FLJ22447	0
HIF1A-AS1	0
HIF1A	106
HIF1A-AS2	63
SNAPC1	0
SYT16	0
LINC00643	0
LINC00644	0
KCNH5	0
RHOJ	0
GPHB5	0
PPP2R5E	17
WDR89	0
SGPP1	16
SYNE2	232
MIR548H1	0
ESR2	0
TEX21P	0
MTHFD1	0
ZBTB25	0
AKAP5	0
ZBTB1	163
LOC102723809	0
HSPA2	9
PPP1R36	0
LOC101927856	0
PLEKHG3	57
SPTB	24
MIR7855	0
CHURC1	113
CHURC1-FNTB	27
GPX2	0
RAB15	0
FNTB	0
MAX	18
MIR4706	0
RP11-840I19.3	0
LOC100128233	0
MIR4708	0
FUT8	7
FUT8-AS1	6
MIR625	0
LOC101927878	0
LINC00238	0
GPHN	2
LOC101927899	0
FAM71D	0
MPP5	11
ATP6V1D	77
EIF2S1	66
PLEK2	0
MIR5694	0
TMEM229B	0
PLEKHH1	86
PIGH	48
ARG2	11
LOC102723884	0
VTI1B	11
RDH11	239
RDH12	0
LOC102723898	0
ZFYVE26	0
RAD51B	1
LOC101927971	0
LOC102723923	0
LOC100996664	0
ZFP36L1	130
ACTN1	335
ACTN1-AS1	0
DCAF5	14
EXD2	1
GALNT16	0
ERH	15
SLC39A9	32
PLEKHD1	0
CCDC177	0
KIAA0247	69
LOC100289511	45
SRSF5	303
SLC10A1	0
LOC100506358	0
SMOC1	131
SLC8A3	0
ADAM21P1	0
LOC101928046	0
COX16	80
SYNJ2BP-COX16	61
SYNJ2BP	9
ADAM21	0
LOC102723984	0
ADAM20P1	0
ADAM20	0
MED6	53
LOC101928075	0
TTC9	0
MAP3K9	2
LOC100506411	0
PCNX	83
LOC102724015	0
SNORD56B	0
LOC102724024	0
LOC145474	0
SIPA1L1	7
RGS6	0
MIR7843	0
DPF3	0
LOC102724054	0
DCAF4	0
TRNAC24	0
ZFYVE1	45
RBM25	141
PSEN1	86
PAPLN	0
LOC101928123	0
NUMB	32
LOC101928143	0
HEATR4	0
C14orf169	0
ACOT1	4
ACOT2	39
ACOT4	1
LOC101928206	0
ACOT6	0
DNAL1	30
PNMA1	0
ELMSAN1	63
MIR4505	0
RP5-1021I20.1	0
LOC100506498	0
PTGR2	29
ZNF410	48
FAM161B	2
COQ6	44
ENTPD5	1
CCDC176	27
ALDH6A1	0
LIN52	0
VSX2	0
ABCD4	59
VRTN	0
SYNDIG1L	0
NPC2	22
MIR4709	10
ISCA2	1
LTBP2	0
LOC101928352	0
AREL1	2
FCF1	6
YLPM1	3
PROX2	0
DLST	16
RPS6KL1	0
PGF	0
EIF2B2	0
MLH3	0
ACYP1	23
ZC2HC1C	0
NEK9	1
TMED10	244
FOS	559
RP11-293M10.5	0
LOC101928377	0
JDP2	64
BATF	0
LOC102724153	0
FLVCR2	0
MIR7641-2	0
C14orf1	61
TTLL5	0
TGFB3	18
LOC102724170	3
IFT43	36
GPATCH2L	17
ESRRB	0
VASH1	0
LOC100506603	0
ANGEL1	0
C14orf166B	0
IRF2BPL	6
RP11-7F17.5	1
LOC102724190	0
CIPC	18
ZDHHC22	0
LOC101926998	0
TMEM63C	2
NGB	0
MIR1260A	0
POMT2	94
GSTZ1	65
TMED8	3
SAMD15	0
NOXRED1	0
VIPAS39	0
AHSA1	37
ISM2	0
SPTLC2	110
ALKBH1	0
SLIRP	58
SNW1	23
C14orf178	1
ADCK1	0
NRXN3	10
DIO2	0
DIO2-AS1	0
LOC102724213	0
CEP128	0
TSHR	0
LOC101928462	0
LOC101928431	0
GTF2A1	1
SNORA79	0
LOC101928504	0
STON2	83
RP11-299L17.3	0
LOC102724277	0
SEL1L	106
RP11-799P8.1	0
LOC102724294	0
RP11-406A9.2	0
LOC102724338	0
LINC00911	0
LOC100506731	0
FLRT2	0
LOC102724348	0
LOC101928767	0
LOC101928740	0
LOC102724380	0
LOC283585	0
GALC	2
GPR65	0
RP11-300J18.1	0
LINC01146	0
KCNK10	0
SPATA7	1
PTPN21	25
ZC3H14	49
EML5	4
TTC8	100
TRNAA17	0
FOXN3	69
LOC102724423	0
LOC101928817	0
FOXN3-AS1	0
LOC102723683	0
FOXN3-AS2	4
EFCAB11	0
TDP1	0
LOC101927029	0
KCNK13	0
PSMC1	3
NRDE2	6
CALM1	560
LOC101930294	0
LINC00642	0
TTC7B	1
LOC102724444	0
RP11-1078H9.5	0
RPS6KA5	30
LOC102724461	0
C14orf159	82
SNORA11B	0
GPR68	0
LOC102724476	0
CCDC88C	70
SMEK1	37
LOC101928957	0
CATSPERB	3
TC2N	94
FBLN5	0
LOC102724531	0
TRIP11	107
ATXN3	27
LOC102724564	0
NDUFB1	93
CPSF2	9
SLC24A4	0
RIN3	22
LGMN	49
GOLGA5	61
LOC101929002	0
CHGA	1191
ITPK1	26
ITPK1-AS1	11
MOAP1	122
TMEM251	110
C14orf142	19
UBR7	6
BTBD7	0
UNC79	0
COX8C	0
PRIMA1	0
FAM181A-AS1	0
FAM181A	0
ASB2	0
MIR4506	0
LINC00521	0
OTUB2	0
DDX24	83
IFI27L1	3
IFI27	724
IFI27L2	28
PPP4R4	0
SERPINA10	0
SERPINA6	191
SERPINA1	1133
SERPINA11	0
SERPINA9	0
SERPINA12	0
SERPINA4	0
SERPINA5	41
LOC101929055	0
SERPINA3	2861
SERPINA13P	0
GSC	0
DICER1	204
MIR3173	0
DICER1-AS1	2
CLMN	246
RP11-725G5.2	0
LINC00341	0
SYNE3	0
LOC101929107	0
LOC102724640	0
SNHG10	109
SCARNA13	23
GLRX5	56
LOC100506999	0
TCL6	0
TCL1B	0
TCL1A	0
LINC00617	0
C14orf132	43
BDKRB2	142
BDKRB1	21
ATG2B	107
GSKIP	9
AK7	0
PAPOLA	253
LOC102724667	0
VRK1	0
LINC00618	0
LOC101929241	0
RP11-76E12.1	0
C14orf64	0
C14orf177	0
BCL11B	0
SETD3	87
CCNK	99
CCDC85C	36
HHIPL1	0
CYP46A1	0
EML1	0
LOC102724682	0
EVL	67
MIR151B	0
MIR342	0
DEGS2	172
YY1	127
MIR6764	0
SLC25A29	246
MIR345	0
SLC25A47	0
WARS	78
WDR25	0
BEGAIN	0
LINC00523	0
DLK1	0
MIR2392	0
MEG3	0
MIR770	0
MIR493	0
MIR337	0
MIR665	0
RTL1	0
MIR431	0
MIR433	0
MIR127	0
MIR432	0
MIR136	0
MEG8	0
SNORD112	0
AL132709.5	0
MIR370	0
SNORD113-1	0
SNORD113-2	0
SNORD113-3	0
SNORD113-4	0
SNORD113-5	0
SNORD113-6	0
SNORD113-7	0
SNORD113-8	0
SNORD113-9	0
SNORD114-1	0
SNORD114-2	0
SNORD114-3	0
SNORD114-4	0
SNORD114-5	0
SNORD114-6	0
SNORD114-7	0
SNORD114-8	0
SNORD114-9	0
SNORD114-10	0
RP11-909M7.3	0
SNORD114-11	0
SNORD114-12	0
SNORD114-13	0
SNORD114-14	0
SNORD114-15	0
SNORD114-16	0
SNORD114-17	0
SNORD114-18	0
SNORD114-19	0
SNORD114-20	0
SNORD114-21	0
SNORD114-22	0
SNORD114-23	0
SNORD114-24	0
SNORD114-25	0
SNORD114-26	0
SNORD114-27	0
SNORD114-28	0
SNORD114-29	0
SNORD114-30	0
SNORD114-31	0
MIR379	0
MIR411	0
MIR299	0
MIR380	0
MIR1197	0
MIR323A	0
MIR758	0
MIR329-1	0
MIR329-2	0
MIR494	0
MIR1193	0
MIR543	0
MIR495	0
MIR376C	0
MIR376A2	0
MIR654	0
MIR376B	0
MIR376A1	0
MIR300	0
MIR1185-1	0
MIR1185-2	0
MIR381HG	0
MIR381	0
MIR487B	0
MIR539	0
MIR889	0
MIR544A	0
MIR655	0
MIR487A	0
MIR382	0
MIR134	0
MIR668	0
MIR485	0
MIR323B	0
MIR154	0
MIR496	0
MIR377	0
MIR541	0
MIR409	0
MIR412	0
MIR369	0
MIR410	0
MIR656	0
MEG9	0
LOC101929422	0
LOC101929443	0
LOC101929462	0
LOC100507277	0
DIO3OS	0
MIR1247	0
DIO3	0
LINC00239	0
PPP2R5C	48
DYNC1H1	504
HSP90AA1	1260
WDR20	4
MOK	65
TRNAI15	0
ZNF839	15
CINP	10
TECPR2	37
ANKRD9	28
MIR4309	0
RCOR1	29
LOC102724871	0
TRAF3	52
AMN	0
CDC42BPB	78
EXOC3L4	0
LOC102723726	15
TNFAIP2	505
LINC00605	0
EIF5	291
SNORA28	2
MARK3	47
CKB	151
TRMT61A	47
BAG5	159
APOPT1	47
KLC1	264
XRCC3	0
ZFYVE21	9
PPP1R13B	26
LINC00637	0
C14orf2	171
TDRD9	0
RD3L	0
ASPG	0
MIR203	0
MIR3545	0
KIF26A	0
C14orf180	0
TMEM179	74
LOC101929634	0
MIR4710	3
LOC101929949	4
INF2	236
ADSSL1	4
SIVA1	137
LOC102723328	0
LOC102723342	25
AKT1	157
ZBTB42	0
LINC00638	0
CEP170B	54
PLD4	7
AHNAK2	33
C14orf79	0
CDCA4	93
GPR132	44
LOC102723354	4
JAG2	79
MIR6765	0
NUDT14	72
BRF1	18
BTBD6	7
PACS2	60
TEX22	0
RP11-521B24.3	0
MTA1	20
CRIP2	567
CRIP1	564
C14orf80	3
TMEM121	0
MIR8071-1	0
MIR8071-2	0
ELK2AP	0
MIR4507	0
LOC102723453	0
KIAA0125	0
ADAM6	0
LOC102723435	0
LINC00226	2
LOC102723479	0
LOC102723492	0
LINC00221	0
MIR3118-3	0
LOC101926992	0
MAFIP	3
LOC100287823	0
LOC102723407	0
CATSPERB-2	0
TC2N-2	0
C14orf180-2	0
TMEM179-2	0
MIR8071-1-2	0
MIR8071-2-2	0
ELK2AP-2	0
MIR4507-2	0
LOC102723453-2	0
KIAA0125-2	0
ADAM6-2	0
LOC102723435-2	0
LINC00226-2	0
LOC102723479-2	0
LOC102723492-2	0
LINC00221-2	0
LOC102724977	0
LOC101929002-2	0
CHGA-2	0
ITPK1-2	0
ITPK1-AS1-2	0
MOAP1-2	0
TMEM251-2	0
C14orf142-2	0
UBR7-2	0
BTBD7-2	0
UNC79-2	0
COX8C-2	0
PRIMA1-2	0
FAM181A-AS1-2	0
FAM181A-2	0
ASB2-2	0
MIR4506-2	0
LINC00521-2	0
OTUB2-2	0
DDX24-2	0
IFI27L1-2	0
IFI27-2	0
IFI27L2-2	0
PPP4R4-2	0
SERPINA10-2	0
SERPINA6-2	0
SERPINA1-2	0
CHEK2P2	0
HERC2P3	0
LOC100996379	0
GOLGA6L6	0
GOLGA8CP	0
NBEAP1	0
MIR3118-4	0
POTEB2	0
MIR5701-1	0
LINC01193	0
LOC101926972	0
LOC646214	0
CXADRP2	0
LOC101926958	0
LOC102724631	0
LOC102724610	0
RP11-69H14.6	0
LOC102724737	0
LOC102724971	0
MIR3118-6	0
POTEB	0
NF1P2	0
MIR5701-2	0
RP11-69H14.6-2	0
LOC102724796	0
OR4M2	0
OR4N4	0
OR4N3P	0
LOC642131	0
LOC102724835	0
MIR1268A	0
LOC102724891	0
LOC101928039	0
REREP3	0
GOLGA8EP	0
LOC440243	0
HERC2P7	0
HERC2P2	54
LOC101927846	0
GOLGA8I	0
WHAMMP3	0
LOC283683	0
NIPA1	51
NIPA2	28
CYFIP1	149
TUBGCP5	4
GOLGA6L1	0
GOLGA8DP	0
MIR4509-1	0
LOC102723534	0
LOC102723564	0
LOC102723623	0
GOLGA8S	0
GOLGA6L2	0
MIR4508	0
MKRN3	0
MAGEL2	0
NDN	0
LOC101928792	0
PWRN2	0
LOC102723749	0
LOC101928818	0
PWRN3	0
LOC102723790	0
PWRN1	0
NPAP1	0
SNRPN	103
SNURF	103
SNORD107	0
PWARSN	7
PWAR5	0
SNORD64	0
SNORD108	0
SNORD109A	0
SNORD116-1	0
SNORD116-2	0
SNORD116-3	0
SNORD116-4	0
SNORD116-5	0
SNORD116-6	0
SNORD116-7	0
SNORD116-8	0
SNORD116-9	0
SNORD116-10	0
SNORD116-11	0
SNORD116-12	0
SNORD116-13	0
SNORD116-14	0
SNORD116-15	0
SNORD116-16	0
SNORD116-17	0
SNORD116-18	0
SNORD116-19	0
SNORD116-20	0
SNORD116-21	0
SNORD116-22	0
SNORD116-23	0
SNORD116-24	0
SNORD116-25	0
SNORD116-26	0
SNORD116-27	0
SNORD116-28	0
SNORD116-29	0
IPW	17
PWAR1	0
SNORD115-1	0
SNORD115-2	0
SNORD115-3	0
SNORD115-4	0
SNORD115-5	0
SNORD115-6	0
SNORD115-7	0
SNORD115-8	0
SNORD115-9	0
SNORD115-10	0
SNORD115-11	0
SNORD115-12	0
SNORD115-13	0
SNORD115-14	0
SNORD115-15	0
SNORD115-16	0
SNORD115-17	0
SNORD115-18	0
SNORD115-19	0
SNORD115-20	0
SNORD115-21	0
SNORD115-22	0
PWAR4	0
SNORD115-23	0
SNORD115-24	0
SNORD115-25	0
SNORD115-26	0
SNORD115-27	0
SNORD115-28	0
SNORD115-29	0
SNORD115-30	0
SNORD115-31	0
SNORD115-32	0
SNORD115-33	0
SNORD115-34	0
SNORD115-35	0
SNORD115-36	0
SNORD115-37	0
SNORD115-38	0
SNORD115-39	0
SNORD115-40	0
SNORD115-41	0
SNORD115-42	0
SNORD115-43	0
SNORD115-44	0
SNORD115-45	0
SNORD115-47	0
SNORD115-48	0
SNORD109B	0
UBE3A	193
ATP10A	0
MIR4715	0
RP11-1084I9.1	0
TRNAE11	0
LINC00929	0
GABRB3	0
GABRA5	0
GABRG3	0
AC136896.1	0
OCA2	0
HERC2	10
LOC645202	0
GOLGA8F	0
MIR4509-2	0
MIR4509-3	0
GOLGA8G	0
LOC100132202	0
LOC101929047	0
HERC2P9	0
LOC102723873	0
GOLGA8M	0
LOC101929283	0
WHAMMP2	0
LOC100289656	0
LOC646278	0
LOC102723925	0
GOLGA6L7P	0
APBA2	0
FAM189A1	0
NDNL2	2
TJP1	234
GOLGA8J	0
LOC101927852	0
ULK4P3	0
GOLGA8T	0
LOC101929922	0
DKFZP434L187	0
LOC102724055	0
CHRFAM7A	0
GOLGA8R	0
LOC101927788	0
LOC101060569	0
LOC102724005	0
LOC102724016	0
DNM1P50	0
ULK4P2	0
LOC101927579	0
GOLGA8H	0
ARHGAP11B	0
LOC100288637	0
LOC101930434	0
HERC2P10	0
FAN1	26
MTMR10	47
TRPM1	0
MIR211	0
RP11-16E12.2	0
KLF13	14
OTUD7A	1
CHRNA7	0
LOC102724078	0
LOC102724099	0
GOLGA8K	0
LOC101927956	0
ULK4P1	0
GOLGA8O	0
LOC100653133	0
LOC101929887	0
WHAMMP1	0
LOC100996255	1
LOC102724144	0
GOLGA8N	0
LOC101928042	0
LOC102724126	0
ARHGAP11A	1
SCG5	0
GREM1	0
LOC100131315	0
FMN1	113
TMCO5B	0
RP11-489D6.2	0
RYR3	0
AVEN	0
CHRM5	0
EMC7	80
PGBD4	0
KATNBL1	47
EMC4	105
SLC12A6	75
NOP10	120
NUTM1	0
LPCAT4	54
GOLGA8A	1
MIR1233-1	0
GOLGA8B	121
MIR1233-2	0
GJD2	0
RP11-814P5.1	0
ACTC1	0
AQR	93
ZNF770	96
ANP32AP1	6
DPH6	41
MIR3942	0
DPH6-AS1	0
MIR4510	0
LOC100507480	0
LOC102724214	0
C15orf41	0
LOC102724228	0
CSNK1A1P1	2
LOC145845	0
MEIS2	0
MIR8063	0
TMCO5A	0
RP11-1008C21.1	0
SPRED1	44
FAM98B	52
RASGRP1	20
C15orf53	0
LOC102724253	0
LOC101928245	0
C15orf54	0
LOC102724283	3
THBS1	2469
FSIP1	27
GPR176	0
LOC100505534	0
EIF2AK4	88
SRP14	231
SRP14-AS1	0
LOC102724328	7
BMF	0
BUB1B	0
PAK6	1
C15orf56	0
ANKRD63	0
PLCB2	2
LINC00984	9
C15orf52	35
PHGR1	0
DISP2	64
KNSTRN	0
IVD	97
BAHD1	12
CHST14	0
C15orf57	31
MRPL42P5	0
RPUSD2	52
TRNAS18	0
CASC5	0
RAD51-AS1	3
RAD51	0
RMDN3	24
GCHFR	0
DNAJC17	19
C15orf62	13
ZFYVE19	1
PPP1R14D	0
LOC102724362	5
SPINT1	210
RHOV	8
LOC102724381	0
VPS18	39
DLL4	0
CHAC1	6
INO80	62
EXD1	3
CHP1	412
OIP5-AS1	8
OIP5	0
NUSAP1	1
NDUFAF1	38
RTF1	196
ITPKA	2
LTK	12
RPAP1	0
TYRO3	26
MGA	2
MIR626	0
MAPKBP1	31
JMJD7	31
JMJD7-PLA2G4B	51
PLA2G4B	44
SPTBN5	18
MIR4310	0
EHD4	40
LOC101928363	0
LOC101928388	0
PLA2G4E	0
PLA2G4D	0
PLA2G4F	0
VPS39	82
MIR627	0
TMEM87A	185
GANC	0
CAPN3	0
ZNF106	102
SNAP23	45
LRRC57	0
HAUS2	39
STARD9	0
CDAN1	0
LOC102724445	1
TTBK2	0
UBR1	10
TMEM62	70
CCNDBP1	55
EPB42	0
TGM5	0
TGM7	0
LCMT2	0
ADAL	29
ZSCAN29	30
TUBGCP4	1
TP53BP1	75
MAP1A	176
PPIP5K1	77
CKMT1B	7
STRC	0
CATSPER2	5
CKMT1A	4
LOC101930343	0
CATSPER2P1	0
PDIA3	1424
ELL3	0
SERF2	626
SERF2-C15ORF63	141
MIR1282	97
SERINC4	0
HYPK	33
MFAP1	64
WDR76	1
FRMD5	0
PIN4P1	8
CASC4	177
CTDSPL2	16
EIF3J-AS1	0
EIF3J	9
SPG11	26
PATL2	0
B2M	8566
TRIM69	1
C15orf43	0
SORD	11
DUOX2	3
DUOXA2	0
DUOXA1	0
DUOX1	0
SHF	4
TRNAH1	0
TRNAH2	0
TRNAH6	0
LOC101928414	0
SLC28A2	0
GATM	98
GATM-AS1	0
LOC102724493	0
SPATA5L1	12
C15orf48	534
MIR147B	181
LOC102724512	4
SLC30A4	46
HMGN2P46	105
BLOC1S6	79
SQRDL	313
SEMA6D	0
RP11-198M11.2	0
LOC102724553	0
SLC24A5	11
MYEF2	33
CTXN2	0
SLC12A1	11
DUT	113
FBN1	0
CEP152	2
LOC101928472	0
SHC4	0
EID1	471
SECISBP2L	146
COPS2	102
GALK2	11
NDUFAF4P1	0
MIR4716	0
FAM227B	9
FGF7	0
DTWD1	3
ATP8B4	7
LOC102724587	0
SLC27A2	406
HDC	0
GABPB1	87
FLJ10038	22
GABPB1-AS1	3
MIR4712	0
USP8	39
USP50	0
TRPM7	63
SPPL2A	72
AP4E1	0
DCAF13P3	3
TNFAIP8L3	0
CYP19A1	0
MIR4713	0
MIR7973-2	0
MIR7973-1	0
GLDN	1
DMXL2	181
SCG3	172
LYSMD2	0
TMOD2	0
TMOD3	155
LOC100422556	0
LEO1	28
MAPK6	26
BCL2L10	0
GNB5	13
RP11-430B1.2	32
MYO5C	53
MIR1266	0
MYO5A	1
ARPP19	137
FAM214A	254
ONECUT1	0
LOC101928499	0
WDR72	0
UNC13C	0
RSL24D1	46
RAB27A	137
LOC101928527	27
PIGB	18
DYX1C1-CCPG1	198
CCPG1	207
MIR628	0
C15orf65	2
DYX1C1	8
PYGO1	5
PRTG	0
NEDD4	10
RFX7	9
LOC102724648	6
TEX9	18
MNS1	0
ZNF280D	65
LOC145783	0
TCF12	84
LINC00926	9
LOC101928611	0
CGNL1	7
GCOM1	14
MYZAP	0
POLR2M	20
ALDH1A2	0
AQP9	0
LOC102724696	0
LOC102724683	0
LOC101928635	0
LOC102724766	0
LIPC	0
RP11-355N15.1	0
LOC101928668	0
ADAM10	120
HSP90AB4P	0
LOC101928725	0
FAM63B	88
SLTM	226
RNF111	0
CCNB2	0
MYO1E	12
MIR2116	0
LDHAL6B	0
FAM81A	15
GCNT3	53
GTF2A2	63
BNIP2	76
FOXB1	0
ANXA2	1393
NARG2	1
RORA	9
RP11-219B17.1	0
LOC100996876	0
LOC102724802	0
LOC102724790	0
LOC101928828	0
LOC101928850	0
LOC100506530	0
VPS13C	161
LOC101928907	0
C2CD4A	0
C2CD4B	0
RP11-299H22.1	0
FLJ38723	0
LOC102724938	0
LOC102724953	0
MIR8067	0
MIR6085	0
TLN2	4
LOC102724972	0
MGC15885	0
MIR190A	0
LOC101928955	0
TPM1	1194
LACTB	81
RPS27L	13
LOC101928972	1
RAB8B	0
APH1B	3
CA12	355
LOC102723344	0
LOC102723355	0
USP3	171
USP3-AS1	65
FBXL22	0
HERC1	202
MIR422A	0
DAPK2	112
RP11-111E14.1	16
FAM96A	81
SNX1	80
SNX22	407
PPIB	593
CSNK1G1	44
KIAA0101	3
TRIP4	2
LOC102723384	0
ZNF609	25
LOC101930091	0
LOC101929016	0
OAZ2	84
LOC101929042	0
RBPMS2	0
MIR1272	0
PIF1	0
PLEKHO2	0
ANKDD1A	0
SPG21	110
MTFMT	80
SLC51B	0
RASL12	0
KBTBD13	0
UBAP1L	0
PDCD7	7
CLPX	64
CILP	0
PARP16	18
RNU5A-1	0
RNU5B-1	0
IGDCC3	1
IGDCC4	0
DPP8	60
PTPLAD1	396
RNU6-19P	0
VWA9	20
SLC24A1	1
LOC102723464	0
DENND4A	81
MIR4511	0
TRNAQ24	0
RAB11A	222
MEGF11	7
MIR4311	0
DIS3L	13
TIPIN	0
SCARNA14	0
MAP2K1	49
SNAPC5	6
MIR4512	0
RPL4	586
SNORD18C	0
SNORD18B	0
SNORD16	0
SNORD18A	0
ZWILCH	65
LCTL	18
SMAD6	33
LOC102723481	0
LOC102723493	0
SMAD3	422
AAGAB	152
IQCH	7
IQCH-AS1	23
C15orf61	33
MAP2K5	10
SKOR1	0
RP11-34F13.2	0
RNU6-1	0
PIAS1	137
CALML4	106
CLN6	0
FEM1B	377
ITGA11	5
CORO2B	0
ANP32A	58
MIR4312	0
ANP32A-IT1	0
NOX5	15
SPESP1	33
LINC00277	0
GLCE	0
LOC102723548	0
PAQR5	0
KIF23	7
RPLP1	1260
RP11-279F6.1	0
LINC00593	0
LOC101929129	0
TLE3	241
MIR629	0
LOC101929151	0
UACA	41
LARP6	0
LRRC49	0
THAP10	29
CT62	0
THSD4	163
RP11-673C5.2	0
LOC101929173	0
NR2E3	0
MYO9A	157
SENP8	0
GRAMD2	3
PKM	337
LOC102723606	0
PARP6	32
CELF6	25
HEXA	132
HEXA-AS1	0
TMEM202	0
ARIH1	35
LOC102723628	0
MIR630	0
LOC102723640	0
GOLGA6B	0
LOC646670	0
HIGD2B	0
BBS4	8
ADPGK	71
ADPGK-AS1	6
NEO1	25
HCN4	0
C15orf60	57
NPTN	153
NPTN-IT1	0
CD276	129
C15orf59	0
LOC102723657	0
TBC1D21	0
LOXL1-AS1	22
LOXL1	75
STOML1	0
PML	53
GOLGA6A	0
LOC732265	0
LOC283731	0
ISLR2	0
ISLR	0
STRA6	46
LOC102723673	0
CCDC33	0
CYP11A1	4
LOC729739	1
SEMA7A	0
MIR6881	0
UBL7	19
UBL7-AS1	0
LOC101929333	0
LOC102723685	0
LOC102723714	0
ARID3B	20
LOC102723772	0
LOC101929354	0
CLK3	72
LOC102723750	0
EDC3	9
CYP1A1	0
CYP1A2	0
CSK	65
MIR4513	0
LMAN1L	0
CPLX3	0
ULK3	1
MIR6882	0
SCAMP2	215
MPI	0
FAM219B	25
COX5A	58
RPP25	0
SCAMP5	104
PPCDC	0
C15orf39	89
GOLGA6C	0
GOLGA6D	0
COMMD4	92
NEIL1	0
MIR631	0
MAN2C1	41
SIN3A	63
LOC102723785	0
PTPN9	9
SNUPN	0
IMP3	28
SNX33	0
CSPG4	0
ODF3L1	0
DNM1P35	0
LOC101929408	0
MIR4313	0
LOC441728	0
UBE2Q2	52
FBXO22	133
FBXO22-AS1	41
NRG4	0
C15orf27	0
RP11-593F23.1	0
ETFA	120
TYRO3P	0
ISL2	0
SCAPER	85
MIR3713	0
RCN2	54
PSTPIP1	0
TSPAN3	559
PEAK1	56
LINC00597	1
HMG20A	16
LOC101929457	0
LINGO1	0
RP11-307C19.3	0
LOC101929478	0
LOC645752	0
LOC440292	0
LOC91450	0
TBC1D2B	0
SH2D7	0
CIB2	1
IDH3A	33
ACSBG1	0
DNAJA4	42
WDR61	58
CRABP1	0
IREB2	5
HYKK	0
PSMA4	276
CHRNA5	0
CHRNA3	0
CHRNB4	0
LOC646938	0
ADAMTS7	0
TRNAK6	0
MORF4L1	151
CTSH	137
RASGRF1	0
